,market,rank,name,artists,artists_followers,id,album,release_date,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,end_of_fade_in,start_of_fade_out,sections_number,segments_number
10,GLOBAL,11,Acróstico,['Shakira'],[29177529],7txjUEY6McJDJKqIo1Rxjp,Acróstico,2023-05-11,88,0.837,0.748,170786,0.478,0.0,0.099,-8.886,0.121,143.866,0.353,0.0,152.53769,7,595
11,GLOBAL,12,TQG,"['KAROL G', 'Shakira']","[35387071, 29177529]",0DWdj2oZMBFSzRsi2Cvfzf,MAÑANA SERÁ BONITO,2023-02-24,96,0.673,0.72,199440,0.63,0.0,0.0936,-3.547,0.277,179.974,0.607,0.0,194.00272,8,868
12,GLOBAL,13,Classy 101,"['Feid', 'Young Miko']","[5318368, 530517]",6XSqqQIy7Lm7SnwxS4NrGx,Classy 101,2023-03-31,96,0.145,0.859,195987,0.658,0.0,0.12,-4.79,0.159,100.065,0.672,0.33084,184.64508,11,862
13,GLOBAL,14,See You Again (feat. Kali Uchis),"['Tyler, The Creator', 'Kali Uchis']","[11519172, 4471940]",7KA4W4McWYRpgf0fWsJZWB,Flower Boy,2017-07-21,94,0.371,0.558,180387,0.559,7.49e-06,0.109,-9.222,0.0959,78.558,0.62,0.0,180.38667,7,662
14,GLOBAL,15,Creepin' (with The Weeknd & 21 Savage),"['Metro Boomin', 'The Weeknd', '21 Savage']","[4319285, 65084950, 13706173]",2dHHgzDwk4BJdRwy9uXhTO,HEROES & VILLAINS,2022-12-02,96,0.417,0.715,221520,0.62,0.0,0.0822,-6.005,0.0484,97.95,0.172,0.0,213.32172,11,903
15,GLOBAL,16,BESO,"['ROSALÍA', 'Rauw Alejandro']","[7273142, 16792034]",609E1JCInJncactoMmkDon,RR,2023-03-24,96,0.736,0.768,194543,0.644,0.000837,0.173,-6.671,0.136,95.05,0.53,0.24413,189.59093,10,837
16,GLOBAL,17,Calm Down (with Selena Gomez),"['Rema', 'Selena Gomez']","[2391805, 42407372]",1s7oOCT8vauUh01PbJD6ps,Rave & Roses Ultra,2023-04-27,79,0.429,0.799,239318,0.802,0.00128,0.171,-5.196,0.0371,107.008,0.811,0.0,231.09079,10,1047
17,GLOBAL,18,TQM,['Fuerza Regida'],[3259859],368eeEO3Y2uZUQ6S5oIjcu,TQM,2023-05-19,81,0.273,0.786,157252,0.853,0.0,0.106,-4.955,0.0589,125.107,0.963,0.0,149.97188,6,648
18,GLOBAL,19,Die For You (with Ariana Grande) - Remix,"['The Weeknd', 'Ariana Grande']","[65084950, 90500533]",4W4fNrZYkobj539TOWsLO2,Starboy (Deluxe),2023-03-14,88,0.227,0.575,232857,0.5,0.0,0.335,-7.594,0.0707,67.033,0.506,0.0,228.04317,7,797
19,GLOBAL,20,Tattoo,['Loreen'],[878984],1DmW5Ep6ywYwxc2HMT5BG6,Tattoo,2023-02-25,91,0.243,0.545,183375,0.779,1.66e-06,0.123,-6.235,0.0751,150.002,0.303,0.122,176.64,7,592
20,GLOBAL,21,Say Yes To Heaven,['Lana Del Rey'],[23827230],6GGtHZgBycCgGBUhZo81xe,Say Yes To Heaven,2023-05-19,84,0.709,0.49,209156,0.352,0.0856,0.114,-11.577,0.0254,99.992,0.166,0.22068,197.28255,10,637
21,GLOBAL,22,Boy's a Liar Pt. 2,"['PinkPantheress', 'Ice Spice']","[2065305, 1260206]",6AQbmUe0Qwf5PZnt4HmTXv,Boy's a liar Pt. 2,2023-02-03,96,0.252,0.696,131013,0.809,0.000128,0.248,-8.254,0.05,132.962,0.857,0.16812,131.01334,9,574
22,GLOBAL,23,I Wanna Be Yours,['Arctic Monkeys'],[19935285],5XeFesFbtLpXzIVDNQP22n,AM,2013-09-09,94,0.136,0.464,183956,0.417,0.022,0.0974,-9.345,0.0256,67.528,0.479,0.23855,174.09161,7,485
23,GLOBAL,24,Yandel 150,"['Yandel', 'Feid']","[6908318, 5318368]",4FAKtPVycI4DxoOHC01YqD,Resistencia,2023-01-13,90,0.0492,0.783,216148,0.729,0.000272,0.1,-3.549,0.0691,167.968,0.58,0.08721,204.9161,8,891
24,GLOBAL,25,El Azul,"['Junior H', 'Peso Pluma']","[7626269, 3455353]",1haJsMtoBhHfvuM7XWuT3W,El Azul,2023-02-10,95,0.226,0.558,187226,0.648,7.76e-06,0.0986,-7.081,0.055,143.876,0.844,0.19828,183.31573,10,843
25,GLOBAL,26,PRC,"['Peso Pluma', 'Natanael Cano']","[3455353, 6806284]",2mpoNBkngUEwnaKoBhZ0vl,PRC,2023-01-23,96,0.0965,0.784,184066,0.826,7.09e-05,0.123,-6.34,0.0538,138.078,0.893,0.1971,176.57034,8,835
26,GLOBAL,27,Last Night,['Morgan Wallen'],[5912945],7K3BhSpAxZBznislvUMVtn,One Thing At A Time,2023-03-03,89,0.467,0.492,163855,0.675,0.0,0.142,-5.456,0.0389,203.759,0.478,0.0,154.84227,9,517
27,GLOBAL,28,Anti-Hero,['Taylor Swift'],[74774779],0V3wPSX9ygBnCm8psDIegu,Midnights,2022-10-21,94,0.13,0.637,200690,0.643,1.8e-06,0.142,-6.571,0.0519,97.008,0.533,0.20322,195.43655,8,784
28,GLOBAL,29,All My Life (feat. J. Cole),"['Lil Durk', 'J. Cole']","[5565846, 20164337]",6HgWWaMu31KdOpEG5l28BG,All My Life (feat. J. Cole),2023-05-12,88,0.15,0.829,223204,0.436,0.0,0.0954,-8.205,0.327,143.031,0.693,0.33098,206.94785,9,983
29,GLOBAL,30,Die For You,['The Weeknd'],[65084950],2LBqCSwhJGcFQeTHMVGwy3,Starboy,2016-11-24,91,0.111,0.586,260253,0.525,0.0,0.134,-7.163,0.0615,133.629,0.508,0.0,245.03438,8,915
30,GLOBAL,31,Angels Like You,['Miley Cyrus'],[20787777],1daDRI9ahBonbWD8YcxOIB,Plastic Hearts,2020-11-27,91,0.0981,0.672,196453,0.642,0.0,0.1,-4.035,0.0313,121.981,0.494,0.22104,190.46169,7,566
31,GLOBAL,32,Cruel Summer,['Taylor Swift'],[74774779],1BxfuPKGuaTgP7aM0Bbdwr,Lover,2019-08-23,92,0.117,0.552,178427,0.702,2.06e-05,0.105,-5.707,0.157,169.994,0.564,0.24776,174.64308,9,754
32,GLOBAL,33,I'm Good (Blue),"['David Guetta', 'Bebe Rexha']","[26021809, 8211751]",4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),2022-08-26,94,0.00383,0.561,175238,0.965,7.07e-06,0.371,-3.673,0.0343,128.04,0.304,0.07478,163.43945,8,722
33,GLOBAL,34,Here With Me,['d4vd'],[1121175],78Sw5GDo6AlGwTwanjXbGh,Here With Me,2022-09-22,94,0.534,0.574,242485,0.469,9.21e-05,0.128,-8.209,0.0254,132.023,0.288,0.0,216.81633,11,700
34,GLOBAL,35,Starboy,"['The Weeknd', 'Daft Punk']","[65084950, 9426658]",7MXVkk9YMctZqd1Srtv4MB,Starboy,2016-11-25,93,0.141,0.679,230453,0.587,6.35e-06,0.137,-7.015,0.276,186.003,0.486,2.85025,221.72736,10,1097
35,GLOBAL,36,Until I Found You (with Em Beihold) - Em Beihold Version,"['Stephen Sanchez', 'Em Beihold']","[644004, 339698]",1Y3LN4zO1Edc2EluIoSPJN,Until I Found You (Em Beihold Version),2022-04-22,93,0.777,0.551,176440,0.55,0.0,0.202,-5.339,0.0286,101.19,0.342,0.12209,164.67592,7,644
36,GLOBAL,37,Another Love,['Tom Odell'],[3138561],7jtQIBanIiJOMS6RyCx6jZ,Long Way Down,2013-06-17,63,0.717,0.442,244360,0.538,2.95e-05,0.09,-8.55,0.0451,122.758,0.139,0.27991,229.41315,8,742
37,GLOBAL,38,People,['Libianca'],[186313],26b3oVLrRUaaybJulow9kz,People,2022-12-06,92,0.551,0.573,184791,0.422,1.31e-05,0.102,-7.621,0.0678,124.357,0.693,2.72834,177.40045,6,724
38,GLOBAL,39,Moonlight,['Kali Uchis'],[4471940],0JmnkIqdlnUzPaf8sqBRs3,Red Moon In Venus,2023-03-03,87,0.518,0.642,187723,0.706,0.0,0.25,-6.872,0.052,136.851,0.896,0.13315,178.70078,7,668
39,GLOBAL,40,golden hour,['JVKE'],[2351415],5odlY52u43F5BjByhxg7wg,this is what ____ feels like (Vol. 1-4),2022-09-23,90,0.653,0.515,209260,0.593,0.162,0.25,-4.801,0.0322,94.467,0.153,0.23828,203.9873,12,737
40,GLOBAL,41,AMG,"['Natanael Cano', 'Peso Pluma', 'Gabito Ballesteros']","[6806284, 3455353, 213420]",1lRtH4FszTrwwlK5gTSbXO,AMG,2022-11-24,95,0.152,0.772,174943,0.73,0.000107,0.274,-6.657,0.0972,136.175,0.786,0.08707,170.44028,9,754
41,GLOBAL,42,I Ain't Worried,['OneRepublic'],[15586781],4fYte8ZvTK14NEhAOZocBi,OneRepublic (Japan Paradise Tour Edition),2023-02-15,55,0.0988,0.697,148120,0.802,3.55e-05,0.0614,-6.412,0.0456,139.951,0.822,0.11034,145.13052,7,588
42,GLOBAL,43,AMERICA HAS A PROBLEM (feat. Kendrick Lamar),"['Beyoncé', 'Kendrick Lamar']","[34603581, 24021239]",6l8mgVN9Xf1hiDIFGA6CTE,AMERICA HAS A PROBLEM (feat. Kendrick Lamar),2023-05-19,75,0.0112,0.784,260962,0.7,1.76e-05,0.163,-5.289,0.0396,126.015,0.204,3.04762,250.16019,11,1225
43,GLOBAL,44,Por las Noches,['Peso Pluma'],[3455353],2VzCjpKvPB1l1tqLndtAQa,Por las Noches,2021-06-11,93,0.31,0.807,239845,0.595,2.44e-05,0.0735,-7.19,0.0325,92.491,0.392,1.30612,234.64925,11,845
44,GLOBAL,45,Frágil,"['Yahritza Y Su Esencia', 'Grupo Frontera']","[558627, 914064]",4JdSXF2p71cr8uCY3UiJM0,Frágil,2023-04-07,90,0.365,0.605,160518,0.726,0.0,0.112,-4.515,0.0309,149.918,0.393,0.20277,154.999,5,588
45,GLOBAL,46,Unholy (feat. Kim Petras),"['Sam Smith', 'Kim Petras']","[22565193, 920299]",0NZPBYD5qbEWRs3PrGiRkT,Gloria,2023-01-27,86,0.011,0.712,156943,0.463,2.96e-06,0.301,-7.399,0.0797,131.199,0.206,0.0,152.98466,7,585
46,GLOBAL,47,Like Crazy,['Jimin'],[5334209],3Ua0m0YmEjrMi9XErKcNiR,FACE,2023-03-24,93,0.0025,0.629,212241,0.733,0.0,0.357,-5.445,0.0419,120.001,0.362,0.24408,206.1932,9,790
47,GLOBAL,48,Yellow,['Coldplay'],[44284395],3AJwUDP919kvQ9QcozQPxg,Parachutes,2000-07-10,91,0.00239,0.429,266773,0.661,0.000121,0.234,-7.227,0.0281,173.372,0.285,0.0,260.16217,13,754
48,GLOBAL,49,"Shakira: Bzrp Music Sessions, Vol. 53","['Bizarrap', 'Shakira']","[10720058, 29177529]",4nrPB8O7Y7wsOCJdgXkthe,"Shakira: Bzrp Music Sessions, Vol. 53",2023-01-11,94,0.274,0.778,218289,0.632,0.0,0.0915,-5.6,0.0493,122.104,0.498,0.42136,208.12045,12,818
49,GLOBAL,50,La Bachata,['Manuel Turizo'],[12150950],3tt9i3Hhzq84dPS8H7iSiJ,2000,2023-03-17,86,0.583,0.835,162638,0.679,1.98e-06,0.218,-5.329,0.0364,124.98,0.85,0.33664,149.3101,7,663
50,AT,1,Bei Nacht,"['RAF Camora', 'CRO']","[1647975, 2252691]",2hEV30dObDzShJ3MbR9mGQ,Bei Nacht,2023-05-19,71,0.183,0.833,156572,0.691,0.00371,0.0798,-7.646,0.0617,119.97,0.693,0.20912,151.2722,8,695
51,AT,2,Daylight,['David Kushner'],[889695],1odExI7RdWc4BT515LTAwj,Daylight,2023-04-14,97,0.83,0.508,212954,0.43,0.000441,0.093,-9.475,0.0335,130.09,0.324,2.322,187.57079,8,576
52,AT,3,ANNA,['RAF Camora'],[1647975],2H4HtOA24KXUYiINpGZ1ju,ANNA,2023-05-05,78,0.0952,0.68,144200,0.692,0.0302,0.155,-6.924,0.0471,89.967,0.45,0.20304,138.05424,7,677
53,AT,4,Komet,"['Udo Lindenberg', 'Apache 207']","[600007, 2266499]",7oQepKHmXDaPC3rgeLRvQu,Komet,2023-01-19,84,0.285,0.55,167357,0.5,0.0,0.116,-5.779,0.045,115.016,0.351,0.19732,159.71846,9,556
54,AT,5,Tattoo,['Loreen'],[878984],1DmW5Ep6ywYwxc2HMT5BG6,Tattoo,2023-02-25,91,0.243,0.545,183375,0.779,1.66e-06,0.123,-6.235,0.0751,150.002,0.303,0.122,176.64,7,592
55,AT,6,Wenn das so bleibt,['Apache 207'],[2266499],0zQBUaHR4dOlyPPhqRAr27,Wenn das so bleibt,2023-05-19,74,0.165,0.845,161704,0.723,0.00619,0.106,-5.841,0.0641,122.031,0.265,0.18027,156.64182,7,713
56,AT,7,All Night,"['RAF Camora', 'Luciano']","[1647975, 1815580]",4taclmQm9wFcK4dKQjR5ny,All Night,2023-03-31,82,0.0822,0.618,153675,0.84,0.368,0.275,-6.213,0.164,97.704,0.514,0.19728,148.07365,6,749
57,AT,8,TABU.,"['Yung Yury', 'Damn Yury']","[18416, 1498]",42Ztw2ZtZR3mtWjXpg0R5I,TABU.,2023-03-17,82,0.219,0.667,135302,0.702,4.3e-05,0.147,-8.49,0.169,148.978,0.479,0.0,128.20317,7,589
58,AT,9,Flowers,['Miley Cyrus'],[20787777],4DHcnVTT87F0zZhRPYmZ3B,Endless Summer Vacation,2023-03-10,91,0.0632,0.707,200455,0.681,5.15e-06,0.0322,-4.325,0.0668,117.999,0.646,4.80073,194.65288,8,755
59,AT,10,Cha Cha Cha,['Käärijä'],[91456],5RX8T3EoTuXcybAxe6oPAw,Cha Cha Cha,2023-01-17,89,0.00207,0.718,175161,0.791,0.00292,0.111,-5.572,0.0447,155.082,0.743,0.1283,172.47202,10,734
60,AT,11,Mockingbird,['Eminem'],[70867094],561jH07mF1jHuk7KlaeF0s,Encore (Deluxe Version),2004-11-12,92,0.209,0.637,250760,0.678,0.0,0.156,-3.798,0.266,84.039,0.254,0.18889,247.65823,13,1170
61,AT,12,Cinnamon Roll,"['Bonez MC', 'Gzuz']","[2060593, 1339226]",4GUrzAwDBOyEMQTo42GGzf,High & Hungrig 3,2023-04-27,76,0.27,0.726,167821,0.671,0.00101,0.206,-5.994,0.0898,86.059,0.229,0.19737,161.47737,11,788
62,AT,13,EXPENSIVE SHIT,"['reezy', 'Luciano']","[301457, 1815580]",1t3DUBo9FDyH8vROTU4fAi,MR. MISUNDERSTOOD,2023-05-12,66,0.0415,0.801,179623,0.707,0.0,0.123,-6.298,0.415,150.006,0.894,0.20998,175.71701,7,868
63,AT,14,Lächel Doch Mal,['Shirin David'],[802533],0c9jFK9AL7CsO4elFpE1rw,Lächel Doch Mal,2023-05-18,69,0.0235,0.879,154523,0.774,0.0,0.0998,-5.234,0.193,146.023,0.885,0.39365,144.9912,8,728
64,AT,15,PASS AUF,['HoodBlaq'],[155808],7JAx138Rw3k7L1rUIgnNqh,HARAGA,2023-05-19,52,0.158,0.644,206400,0.646,0.0,0.249,-5.349,0.0649,124.966,0.234,0.48245,196.96907,11,769
65,AT,16,MINIMUM (feat. Bonez MC),"['HoodBlaq', 'Bonez MC']","[155808, 2060593]",0eLwzWx2WsbZfQQ335bLPQ,HARAGA,2023-05-19,65,0.106,0.806,209011,0.786,0.0,0.161,-4.615,0.353,90.954,0.698,0.69687,203.87701,9,1087
66,AT,17,Queen of Kings,['Alessandra'],[53254],14LdhxElpZS0rKVV4nxtdA,Queen of Kings,2023-01-09,87,0.0696,0.563,147980,0.908,0.0,0.328,-4.25,0.0868,125.972,0.171,0.0,143.43546,8,498
67,AT,18,I'm Good (Blue),"['David Guetta', 'Bebe Rexha']","[26021809, 8211751]",4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),2022-08-26,94,0.00383,0.561,175238,0.965,7.07e-06,0.371,-3.673,0.0343,128.04,0.304,0.07478,163.43945,8,722
68,AT,19,Neunzig,['Apache 207'],[2266499],0pC6XqDVKQC4czY2bgF7nj,Neunzig,2023-04-28,80,0.00113,0.841,145607,0.818,0.00191,0.0677,-4.682,0.0465,129.002,0.695,0.18603,141.31664,6,656
69,AT,20,Who the Hell Is Edgar?,"['TEYA', 'SALENA']","[6329, 2705]",3gUC7tGDPVLOq42vvTUVdI,Who the Hell Is Edgar?,2023-03-08,78,0.0234,0.688,159418,0.644,0.00202,0.0995,-7.629,0.0596,145.926,0.508,0.0,154.26176,7,663
70,AT,21,CENT'ANNI,['Shindy'],[855913],3sLGANjytghyOmfRnY54tq,CENT'ANNI,2023-05-19,68,0.278,0.9,125990,0.432,0.0,0.17,-9.395,0.0715,107.034,0.463,0.19737,123.0019,6,541
71,AT,22,Sarà perché ti amo,['Ricchi E Poveri'],[134769],6OMjtuz1sYVsHpdeZPUR1n,Piccolo Amore,1997-09-08,66,0.122,0.825,189800,0.752,0.0,0.0655,-8.134,0.0373,120.19,0.963,0.33605,183.34476,12,709
72,AT,23,Anders,"['01099', 'Paul', 'Ski Aggu']","[166117, 3983, 79876]",5TYmnScjaRecWuBqEaA7S5,Anders,2023-04-21,78,0.527,0.743,155021,0.809,0.632,0.102,-7.924,0.214,75.035,0.342,0.20281,148.56706,5,635
73,AT,24,Baby Don't Hurt Me,"['David Guetta', 'Anne-Marie', 'Coi Leray']","[26021809, 10852416, 565511]",3BKD1PwArikchz2Zrlp1qi,Baby Don't Hurt Me,2023-04-06,90,0.00126,0.602,140018,0.91,0.000174,0.12,-3.404,0.0308,127.944,0.228,0.24204,134.91956,7,522
74,AT,25,As It Was,['Harry Styles'],[27564160],4Dvkj6JhhA12EX05fT7y2e,Harry's House,2022-05-20,92,0.342,0.52,167303,0.731,0.00101,0.311,-5.338,0.0557,173.93,0.662,0.19714,159.7533,7,683
75,AT,26,Another Love,['Tom Odell'],[3138561],7jtQIBanIiJOMS6RyCx6jZ,Long Way Down,2013-06-17,63,0.717,0.442,244360,0.538,2.95e-05,0.09,-8.55,0.0451,122.758,0.139,0.27991,229.41315,8,742
76,AT,27,Lay Low,['Tiësto'],[6899842],3IhM5Mber8KA0NaRNpK2px,DRIVE,2023-04-21,74,0.18,0.705,140160,0.663,6.74e-06,0.0924,-5.289,0.0367,124.988,0.38,0.36576,149.84418,7,604
77,AT,28,Nachts wach (Lila Wolken Bootleg),"['Miksu / Macloud', 'makko']","[107515, 184672]",5qEGAHerczFt3HmL9lhh4j,Nachts wach,2022-08-26,74,0.165,0.667,158080,0.849,4.8e-05,0.107,-4.4,0.124,155.002,0.752,0.09338,152.61314,9,727
78,AT,29,Can't Hold Us (feat. Ray Dalton),"['Macklemore & Ryan Lewis', 'Macklemore', 'Ryan Lewis', 'Ray Dalton']","[2622596, 2064104, 18276, 51910]",22skzmqfdWrjJylampe0kt,The Heist,2012-10-09,84,0.0267,0.633,258432,0.927,0.0,0.0986,-4.468,0.0839,146.097,0.88,0.0,254.8448,15,1134
79,AT,30,I Ain't Worried,['OneRepublic'],[15586781],4fYte8ZvTK14NEhAOZocBi,OneRepublic (Japan Paradise Tour Edition),2023-02-15,55,0.0988,0.697,148120,0.802,3.55e-05,0.0614,-6.412,0.0456,139.951,0.822,0.11034,145.13052,7,588
80,AT,31,Babylon,"['Bonez MC', 'Gzuz']","[2060593, 1339226]",6eeUDtR2OHjdDnAlFaO4cl,High & Hungrig 3,2023-04-27,76,0.0505,0.848,141431,0.706,6.72e-06,0.105,-7.294,0.285,96.973,0.359,0.19537,134.84988,5,668
81,AT,32,Blaues Licht,"['RAF Camora', 'Bonez MC']","[1647975, 2060593]",23SqoExnmW4BTJEYzMJze8,Zukunft 1 & 2,2021-10-01,73,0.39,0.819,144264,0.828,0.00611,0.258,-4.906,0.108,144.953,0.693,0.20898,139.34296,6,657
82,AT,33,Bamba (feat. Aitch & BIA),"['Luciano', 'Aitch', 'BIA']","[1815580, 1034580, 450475]",7sJNeWTXkZCEC7OnFMpGWL,Majestic,2022-09-29,74,0.119,0.797,203560,0.791,0.0,0.113,-6.281,0.33,138.026,0.828,0.35501,199.47684,11,1047
83,AT,34,Say Yes To Heaven,['Lana Del Rey'],[23827230],6GGtHZgBycCgGBUhZo81xe,Say Yes To Heaven,2023-05-19,84,0.709,0.49,209156,0.352,0.0856,0.114,-11.577,0.0254,99.992,0.166,0.22068,197.28255,10,637
84,AT,35,Wildberry Lillet,['Nina Chuba'],[302471],6LBmaJYwbLHfQwIreMCLlw,Glas,2023-02-24,69,0.0642,0.892,132000,0.503,0.0,0.102,-7.086,0.178,139.928,0.615,0.0,129.18422,8,634
85,AT,36,Bad Memories (feat. Elley Duhé & FAST BOY),"['MEDUZA', 'James Carter', 'Elley Duhé', 'FAST BOY']","[632176, 36132, 426680, 10671]",3rb0tMq42WfggucPm0HHkA,Bad Memories (feat. Elley Duhé & FAST BOY),2022-07-22,86,0.118,0.607,148629,0.767,0.0,0.122,-6.069,0.0474,123.998,0.662,0.0,146.40181,8,524
86,AT,37,Džanum,['Teya Dora'],[7886],2fF8V1O1i1Y8s06FmJHJlz,Džanum,2023-03-22,73,0.876,0.326,174045,0.232,1.09e-05,0.114,-10.566,0.0302,130.26,0.186,0.53397,166.06331,9,495
87,AT,38,Powerade,"['Ion Miles', 'SIRA', 'BHZ']","[36179, 3470, 295933]",35DkXhxqTMiQB582tfjowU,"In Liebe, Ion",2022-06-24,69,0.193,0.89,142400,0.72,0.437,0.641,-5.202,0.0729,150.09,0.935,0.0,125.97406,7,582
88,AT,39,Living In A Haze,['Milky Chance'],[1781805],3yfki4r5cgFA784trLoHnk,Living In A Haze,2023-03-01,76,0.273,0.688,173369,0.718,3.36e-06,0.12,-5.99,0.0378,129.862,0.427,0.09293,169.3083,10,678
89,AT,40,Give It To Me - Full Vocal Mix,['Matt Sassari'],[44501],5ZduaRci3iNUiDfJbBfAaf,Give It To Me (Full Vocal Mix),2021-10-22,85,0.00116,0.874,102861,0.869,0.00238,0.164,-5.996,0.0315,126.027,0.726,0.0,98.48163,4,417
90,AT,41,Sehnsucht,"['Miksu / Macloud', 't-low']","[107515, 396821]",7xaqxUl08zOg0YNUHokQpq,Sehnsucht,2022-03-04,73,0.642,0.804,152827,0.645,0.0,0.173,-7.069,0.0773,142.09,0.912,0.10494,148.4742,9,624
91,AT,42,Unholy (feat. Kim Petras),"['Sam Smith', 'Kim Petras']","[22565193, 920299]",0NZPBYD5qbEWRs3PrGiRkT,Gloria,2023-01-27,86,0.011,0.712,156943,0.463,2.96e-06,0.301,-7.399,0.0797,131.199,0.206,0.0,152.98466,7,585
92,AT,43,Danza Kuduro,"['Don Omar', 'Lucenzo']","[9254682, 132259]",2a1o6ZejUi8U3wzzOtCOYw,Meet The Orphans,2010-01-01,82,0.0846,0.4,198773,0.915,0.0,0.0503,-4.89,0.28,88.917,0.878,0.2844,193.72989,6,862
93,AT,44,SHOOT,['reezy'],[301457],3plgMV8SGOfWFOALXY09vF,MR. MISUNDERSTOOD,2023-05-12,63,0.133,0.777,159836,0.578,0.0,0.167,-7.497,0.112,137.07,0.445,0.20639,154.89452,7,673
94,AT,45,Ohne mein Team,"['Bonez MC', 'RAF Camora', 'Maxwell']","[2060593, 1647975, 193877]",05Mp2UJulSttxQ4E6hQPH3,Palmen aus Plastik,2016-09-09,72,0.16,0.766,188504,0.8,1.6e-05,0.0744,-6.062,0.0938,129.999,0.635,0.20281,184.28517,10,910
95,AT,46,Riptide,['Vance Joy'],[2828215],7yq4Qj7cqayVTp3FF9CWbm,Dream Your Life Away,2014-09-08,85,0.431,0.484,204280,0.731,0.0,0.151,-6.694,0.0379,101.654,0.51,0.25578,194.97797,6,838
96,AT,47,Zelten auf Kies,"['Tream', 'treamiboii']","[120740, 10075]",3879mntZAUN5J9ejHjjvpr,Zelten auf Kies,2023-05-12,68,0.363,0.668,137838,0.768,0.0,0.237,-5.129,0.133,148.118,0.628,0.0,134.97179,10,548
97,AT,48,Nachts wach,"['Miksu / Macloud', 'makko']","[107515, 184672]",3kgt8Ys78I6GBZlQrWqZiA,Nachts wach,2022-07-08,73,0.569,0.719,178973,0.685,0.0,0.263,-7.083,0.257,136.172,0.632,0.10426,174.51537,11,765
98,AT,49,BLACKOUT,['AK AUSSERKONTROLLE'],[845665],0mNWBN7udBbA3ZtkB80TPM,BLACKOUT,2023-03-30,69,0.0651,0.563,165680,0.572,0.0,0.0877,-6.132,0.423,88.743,0.16,0.29624,157.23392,6,685
99,AT,50,Mangos mit Chili,['Nina Chuba'],[302471],7AyE8MRf4dIK75mqqpks9S,Glas,2023-02-24,72,0.147,0.888,134888,0.607,0.0,0.111,-5.632,0.165,103.136,0.728,0.0,132.05188,7,578
