,market,rank,name,artists,artists_followers,id,album,release_date,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,end_of_fade_in,start_of_fade_out,sections_number,segments_number
305,EE,6,kastehein,['nublu'],[54001],41XLcwECxYj7tokaF2a7sA,kastehein,2022-08-05,47,0.0347,0.554,162295,0.8,0.0986,0.121,-6.798,0.0585,121.932,0.27,3.15791,156.7463,7,699
306,EE,7,Mõtled mu peale,['Clicherik & Mäx'],[4267],58nRZ85BvjTJmGqVkbtGDW,Mõtled mu peale,2023-03-17,47,0.00591,0.631,188571,0.93,0.000514,0.0568,-4.481,0.0294,139.985,0.957,0.0,185.72481,6,847
307,EE,8,Flowers,['Miley Cyrus'],[20556985],4DHcnVTT87F0zZhRPYmZ3B,Endless Summer Vacation,2023-03-10,90,0.0632,0.707,200455,0.681,5.15e-06,0.0322,-4.325,0.0668,117.999,0.646,4.80073,194.65288,8,755
308,EE,9,Boy's a liar Pt. 2,"['PinkPantheress', 'Ice Spice']","[2019053, 1162144]",6AQbmUe0Qwf5PZnt4HmTXv,Boy's a liar Pt. 2,2023-02-03,97,0.252,0.696,131013,0.809,0.000128,0.248,-8.254,0.05,132.962,0.857,0.16812,131.01334,9,574
309,EE,10,Miracle (with Ellie Goulding),"['Calvin Harris', 'Ellie Goulding']","[23358382, 11904489]",5eTaQYBE1yrActixMAeLcZ,Miracle (with Ellie Goulding),2023-03-10,90,0.0378,0.636,186496,0.869,0.0446,0.0808,-5.289,0.0412,143.011,0.306,0.0,173.44145,9,771
310,EE,11,Cupid - Twin Ver.,['FIFTY FIFTY'],[524032],7FbrGaHYVDmfr7KoLIZnQ7,The Beginning: Cupid,2023-02-24,95,0.435,0.783,174253,0.592,4.15e-06,0.347,-8.332,0.0331,120.018,0.726,0.97569,169.0703,8,615
311,EE,12,keset kevadet,['säm'],[3218],4v0mXmZyuj000ZIFYkye0H,keset kevadet,2023-04-28,35,0.264,0.706,185049,0.81,9.38e-05,0.229,-6.551,0.0546,116.013,0.354,0.0,181.27238,9,801
312,EE,13,Creepin' (with The Weeknd & 21 Savage),"['Metro Boomin', 'The Weeknd', '21 Savage']","[4190667, 63977398, 13541169]",2dHHgzDwk4BJdRwy9uXhTO,HEROES & VILLAINS,2022-12-02,96,0.417,0.715,221520,0.62,0.0,0.0822,-6.005,0.0484,97.95,0.172,0.0,213.32172,11,903
313,EE,14,Calm Down (with Selena Gomez),"['Rema', 'Selena Gomez']","[2264516, 41949479]",1s7oOCT8vauUh01PbJD6ps,Rave & Roses Ultra,2023-04-27,59,0.429,0.799,239318,0.802,0.00128,0.171,-5.196,0.0371,107.008,0.811,0.0,231.09079,10,1047
314,EE,15,I'm Good (Blue),"['David Guetta', 'Bebe Rexha']","[25928589, 8169575]",4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),2022-08-26,94,0.00383,0.561,175238,0.965,7.07e-06,0.371,-3.673,0.0343,128.04,0.304,0.07478,163.43945,8,722
315,EE,16,Mockingbird,['Eminem'],[69816574],561jH07mF1jHuk7KlaeF0s,Encore (Deluxe Version),2004-11-12,92,0.209,0.637,250760,0.678,0.0,0.156,-3.798,0.266,84.039,0.254,0.18889,247.65823,13,1170
316,EE,17,Ainult Unustamiseks,"['Púr Múdd', 'Grete Paia']","[6528, 5072]",6yWAlfKGH5AMHlxT4ZtCVg,Ainult Unustamiseks,2022-05-12,44,0.111,0.596,180960,0.795,0.0,0.147,-5.483,0.048,125.046,0.37,0.0,175.90277,7,633
317,EE,18,Kill Bill,['SZA'],[12264179],1Qrg8KqiBpW07V7PNxwwwL,SOS,2022-12-08,94,0.0521,0.644,153947,0.735,0.144,0.161,-5.747,0.0391,88.98,0.418,3.06503,150.1054,5,571
318,EE,19,As It Was,['Harry Styles'],[27279029],4Dvkj6JhhA12EX05fT7y2e,Harry's House,2022-05-20,92,0.342,0.52,167303,0.731,0.00101,0.311,-5.338,0.0557,173.93,0.662,0.19714,159.7533,7,683
319,EE,20,Double Fantasy (with Future),"['The Weeknd', 'Future']","[63977398, 13756311]",4VMRsbfZzd3SfQtaJ1Wpwi,Double Fantasy,2023-04-21,88,0.00621,0.6,268235,0.567,8.73e-06,0.495,-7.269,0.033,119.043,0.0951,0.0,262.3913,16,875
320,EE,21,Another Love,['Tom Odell'],[3088896],7jtQIBanIiJOMS6RyCx6jZ,Long Way Down,2013-06-17,64,0.717,0.442,244360,0.538,2.95e-05,0.09,-8.55,0.0451,122.758,0.139,0.27991,229.41315,8,742
321,EE,22,Kõik Mis Sa Teed,['Púr Múdd'],[6528],3Fv30jj4a0aS2blKks2Al5,Kõik Mis Sa Teed,2023-02-10,44,0.000683,0.646,190161,0.83,5.48e-05,0.575,-5.682,0.0376,123.991,0.234,0.6327,184.26776,8,673
322,EE,23,Silmad pärani kinni,['Karl-Erik Taukar'],[19774],45GJmcFYh1hxHxwdg5KBQm,Silmad pärani kinni,2023-02-01,43,0.0129,0.611,203444,0.698,0.0,0.157,-4.967,0.0376,151.002,0.583,0.0,198.65253,10,788
323,EE,24,I Ain't Worried,['OneRepublic'],[15479521],4fYte8ZvTK14NEhAOZocBi,OneRepublic (Japan Paradise Tour Edition),2023-02-15,55,0.0988,0.697,148120,0.802,3.55e-05,0.0614,-6.412,0.0456,139.951,0.822,0.11034,145.13052,7,588
324,EE,25,Скажи мне кто ты,['xxxmanera'],[58144],5lo91NO6ZaP656Wy28dez1,Скажи мне кто ты,2023-03-10,71,0.0134,0.773,118378,0.544,0.0,0.121,-8.309,0.0573,147.935,0.145,0.0,115.80952,7,501
325,EE,26,Too Many Nights (feat. Don Toliver & with Future),"['Metro Boomin', 'Future', 'Don Toliver']","[4190667, 13756311, 2835677]",2Hh3ETdQKrmSI3QS0hme7g,HEROES & VILLAINS,2022-12-02,87,0.189,0.684,199920,0.671,2.37e-05,0.122,-4.392,0.0464,88.048,0.156,0.0,195.77324,7,797
326,EE,27,SPIT IN MY FACE!,['ThxSoMch'],[209892],1N8TTK1Uoy7UvQNUazfUt5,SPIT IN MY FACE!,2022-12-20,87,0.0464,0.73,147875,0.785,0.0216,0.111,-6.512,0.0554,94.094,0.649,0.0,136.17342,5,742
327,EE,28,Lay Low,['Tiësto'],[6872255],3IhM5Mber8KA0NaRNpK2px,DRIVE,2023-04-21,68,0.18,0.705,140160,0.663,6.74e-06,0.0924,-5.289,0.0367,124.988,0.38,0.36576,149.84418,7,604
328,EE,29,No Role Modelz,['J. Cole'],[19969743],68Dni7IE4VyPkTOH9mRWHr,2014 Forest Hills Drive,2014-12-09,90,0.324,0.69,292799,0.521,0.0,0.0534,-8.492,0.339,100.028,0.494,0.0,264.77713,15,1168
329,EE,30,TMO (Turn Me On) [feat. Kevin Lyttle],"['Luude', 'Bru-C', 'Kevin Lyttle']","[93083, 230394, 85206]",6WwzdsP1Y1bb4NYXpgn5CD,TMO (Turn Me On) [feat. Kevin Lyttle],2023-04-27,59,0.128,0.503,159471,0.915,0.0,0.227,-2.488,0.136,179.002,0.763,0.0,155.49823,7,689
330,EE,31,Sweater Weather,['The Neighbourhood'],[12320357],2QjOHCTQ1Jl3zawyYOpxh6,I Love You.,2013-04-19,91,0.0495,0.612,240400,0.807,0.0177,0.101,-2.81,0.0336,124.053,0.398,0.19197,227.04472,7,865
331,EE,32,Kiri külmkapi peal,['STEFAN'],[7817],7IK25tcCFFqkU08EbTRxsc,Hope,2022-11-30,40,0.00793,0.546,216973,0.891,1.03e-06,0.116,-2.93,0.0336,157.076,0.623,0.24376,213.04308,11,817
332,EE,33,Murder In My Mind,['Kordhell'],[687345],6qyS9qBy0mEk3qYaH8mPss,Murder In My Mind,2022-01-21,88,0.00547,0.712,145000,0.972,7.06e-05,0.128,-0.514,0.112,119.966,0.568,0.0,128.45279,5,655
333,EE,34,Money Trees,"['Kendrick Lamar', 'Jay Rock']","[23790699, 1393581]",2HbKqm4o0w5wEeEFXm2sD4,"good kid, m.A.A.d city",2012,83,0.0703,0.716,386907,0.531,0.0,0.224,-7.355,0.122,71.994,0.344,0.0,386.90668,12,1706
334,EE,35,METAMORPHOSIS,['INTERWORLD'],[242689],2ksyzVfU0WJoBpu8otr4pz,METAMORPHOSIS,2021-11-25,89,0.426,0.593,142839,0.641,0.901,0.122,-12.727,0.0992,175.014,0.147,0.0,126.88544,9,660
335,EE,36,Starboy,"['The Weeknd', 'Daft Punk']","[63977398, 9372078]",7MXVkk9YMctZqd1Srtv4MB,Starboy,2016-11-25,93,0.141,0.679,230453,0.587,6.35e-06,0.137,-7.015,0.276,186.003,0.486,2.85025,221.72736,10,1097
336,EE,37,kinnisilmi,['villemdrillem'],[5943],7wjkxtRV6tSlqb7ma43JYM,kinnisilmi,2023-03-28,44,0.14,0.721,225159,0.638,0.36,0.135,-9.21,0.0442,122.007,0.182,0.0,220.22966,10,1156
337,EE,38,Paraadna,"['nublu', 'gameboy tetris', 'Raul Ojamaa']","[54001, 2337, 339]",5VEZQNZWsZaKb1Y2jB8SWJ,Café Kosmos,2020-12-14,41,0.0326,0.787,171810,0.73,8.77e-06,0.17,-6.302,0.0684,96.013,0.639,0.0,164.24054,9,750
338,EE,39,Anti-Hero,['Taylor Swift'],[73158430],0V3wPSX9ygBnCm8psDIegu,Midnights,2022-10-21,94,0.13,0.637,200690,0.643,1.8e-06,0.142,-6.571,0.0519,97.008,0.533,0.20322,195.43655,8,784
339,EE,40,Kommunikatsiooni Probleem,['Arop'],[8160],7JDPjTzXu2rIbWjoAmKPLq,Kommunikatsiooni Probleem,2022-06-16,43,0.017,0.77,121412,0.849,0.00948,0.28,-3.908,0.0848,170.077,0.494,0.0,116.97633,6,586
340,EE,41,v6sa,['nublu'],[54001],5gwPYQkqblAxIQA8VK8ZF6,v6sa,2022-06-22,41,0.166,0.868,166000,0.787,0.000604,0.0472,-4.607,0.0431,120.005,0.675,2.58902,161.2858,7,690
341,EE,42,Big City Life,"['Luude', 'Mattafix']","[93083, 87182]",1LIvdWNdKmHvU0FJvw2diN,Big City Life,2022-06-16,75,0.0176,0.615,146712,0.902,3.91e-05,0.103,-4.316,0.0859,87.03,0.298,0.0,141.23537,8,605
342,EE,43,Miss You,"['Oliver Tree', 'Robin Schulz']","[2267402, 3065940]",73vIOb4Q7YN6HeJTbscRx5,Miss You,2022-08-05,88,0.0128,0.587,206000,0.742,0.00107,0.146,-6.64,0.0529,145.007,0.199,0.0,197.88045,8,742
343,EE,44,Escapism.,"['RAYE', '070 Shake']","[868017, 462062]",5mHdCZtVyb4DcJw8799hZp,My 21st Century Blues,2023-02-03,90,0.138,0.538,272373,0.742,4.67e-05,0.0934,-5.355,0.114,96.107,0.25,0.0,263.9122,12,1025
344,EE,45,Tattoo,['Loreen'],[822568],1DmW5Ep6ywYwxc2HMT5BG6,Tattoo,2023-02-25,84,0.243,0.545,183375,0.779,1.66e-06,0.123,-6.235,0.0751,150.002,0.303,0.122,176.64,7,592
345,EE,46,Watch This - ARIZONATEARS Pluggnb Remix,"['Lil Uzi Vert', 'sped up nightcore', 'ARIZONATEARS']","[15017006, 117998, 13074]",0FA4wrjDJvJTTU8AepZTup,Watch This (ARIZONATEARS Pluggnb Remix),2023-02-05,89,0.0103,0.686,163139,0.897,0.103,0.153,-7.18,0.0386,129.975,0.355,0.0,154.49397,7,684
346,EE,47,vamos,['5MIINUST'],[42149],2XNRbWeHolZn9SqAUnxeO4,vamos,2022-06-16,42,0.0211,0.692,198737,0.893,0.0,0.0921,-4.803,0.0331,119.929,0.773,0.11029,192.64435,7,846
347,EE,48,I Wanna Be Yours,['Arctic Monkeys'],[19651132],5XeFesFbtLpXzIVDNQP22n,AM,2013-09-09,93,0.136,0.464,183956,0.417,0.022,0.0974,-9.345,0.0256,67.528,0.479,0.23855,174.09161,7,485
348,EE,49,Unholy (feat. Kim Petras),"['Sam Smith', 'Kim Petras']","[22421368, 915808]",0NZPBYD5qbEWRs3PrGiRkT,Gloria,2023-01-27,86,0.011,0.712,156943,0.463,2.96e-06,0.301,-7.399,0.0797,131.199,0.206,0.0,152.98466,7,585
349,EE,50,best friend,['Maian'],[2238],1YFQep1y6j7e42bmjISPjZ,best friend,2023-04-11,40,0.246,0.656,168842,0.452,4.72e-06,0.0739,-8.327,0.0997,81.974,0.422,0.56317,163.92126,8,678
350,FI,1,Cha Cha Cha,['Käärijä'],[20291],5RX8T3EoTuXcybAxe6oPAw,Cha Cha Cha,2023-01-17,74,0.00207,0.718,175161,0.791,0.00292,0.111,-5.572,0.0447,155.082,0.743,0.1283,172.47202,10,734
351,FI,2,Meit ei oo,['Gettomasa'],[112224],6gC4zm1oONWkl0zvo4Cwg6,Meit ei oo,2023-03-30,70,0.117,0.81,174284,0.565,4.81e-05,0.112,-6.318,0.0946,80.015,0.37,2.42068,169.5405,9,775
352,FI,3,Champagne sippA,['william'],[17228],061FQTXf0Fmprx1Jjg35B0,Champagne sippA,2023-04-28,57,0.258,0.695,152093,0.597,0.0,0.148,-5.328,0.0956,86.008,0.535,0.0,149.83836,5,598
353,FI,4,Maailman ympäri,['Costi'],[17590],0Md23O27tBkiiuzsCTetpl,Maailman ympäri,2023-03-03,69,0.103,0.718,150488,0.676,0.159,0.11,-5.543,0.0723,84.046,0.611,0.19143,147.97498,7,733
354,FI,5,Ovet paukkuu (feat. william),"['Joe L', 'william']","[2920, 17228]",7pLVekYOyxNtBTeaXl9PU5,Ovet paukkuu (feat. william),2023-04-14,65,0.0581,0.776,156026,0.454,3.34e-05,0.121,-9.82,0.0374,119.98,0.581,0.0,151.66113,10,622
355,FI,6,Kauemmas,"['Cledos', 'ibe']","[34444, 29326]",6KE32hoeVholHEoGeSoWQ5,Kauemmas,2023-04-21,63,0.0278,0.863,192030,0.521,6.07e-05,0.193,-6.546,0.0601,125.016,0.31,0.0,183.8498,10,771
356,FI,7,Auto jää (feat. Käärijä),"['Antti Tuisku', 'Käärijä']","[166167, 20291]",3rsDUslPzGw6sGHjkM4lg2,Auto jää (feat. Käärijä),2023-04-28,57,0.00294,0.499,172088,0.886,0.0,0.167,-5.051,0.143,138.055,0.273,0.36567,166.47546,6,704
357,FI,8,Ylivoimainen,['KUUMAA'],[25350],4TXoHT9YxXfczvs2ccf5MK,Hyvikset ja pahikset,2023-03-30,61,0.0328,0.577,181947,0.762,0.0,0.248,-5.402,0.0648,163.987,0.706,0.09351,174.79982,9,757
358,FI,9,Eilisen mä,['ABREU'],[61410],4s8HU5QtwF2vuBUlvVpKgy,Eilisen mä,2023-04-21,62,0.134,0.734,153487,0.807,0.0124,0.0988,-7.427,0.0376,99.995,0.743,0.0,142.53569,5,702
359,FI,10,Tulipalo,['KUUMAA'],[25350],50MCpRAPLw8KXn8j6j2yb7,Hyvikset ja pahikset,2023-03-30,60,0.248,0.74,183806,0.677,1.96e-05,0.13,-7.519,0.0286,122.025,0.594,0.15088,180.80798,7,680
360,FI,11,"B-Day (feat. DAVI, baka®, Korelon)","['vitunleija', 'DAVI', 'baka®', 'Korelon']","[2336, 5119, 1283, 6468]",2QqVRDgYIZbOXCKp3qrd6m,"B-Day (feat. DAVI, baka®, Korelon)",2023-04-28,54,0.0867,0.816,124377,0.795,1.06e-06,0.279,-7.559,0.198,97.986,0.463,0.19442,124.37669,5,542
361,FI,12,HuOMiOO,"['Nebi', 'ibe', 'SHRTY']","[7325, 29326, 6125]",68YijaiOaZVDrvELVak9WI,HuOMiOO,2023-04-07,63,0.0582,0.809,202138,0.424,2.19e-05,0.0891,-9.546,0.129,114.01,0.307,0.0,192.99846,5,890
362,FI,13,Shamppanjadieetillä,"['Gettomasa', 'Van Hegen']","[112224, 334]",3KOKML3DT5AbPOQYWjBZTh,Vastustamaton,2022-11-04,62,0.212,0.865,154571,0.53,0.0018,0.152,-5.749,0.0972,102.008,0.41,0.0,149.93124,7,726
363,FI,14,ALAX? - feat. Pihlaja,"['Jami Faltin', 'Pihlaja']","[7089, 7427]",7b5eGNsoccPe4bDgPBWE6d,ALAX? (feat. Pihlaja),2023-04-07,62,0.502,0.903,159474,0.639,0.00172,0.109,-4.581,0.161,124.058,0.694,0.19143,153.69868,5,666
364,FI,15,Ikuinen vappu,['JVG'],[322360],4ycKgmGOtvuJZVPyvBpVVU,RATA/RAITTI,2019-06-14,54,0.0602,0.668,187653,0.767,0.0,0.185,-5.285,0.0262,121.063,0.705,0.10499,183.54794,7,726
365,FI,16,OnlyFans (feat. ibe),"['TUULI', 'ibe']","[26620, 29326]",04ajBAZ4nicx6flU5D6PdB,OnlyFans (feat. ibe),2023-03-24,65,0.0136,0.641,174527,0.741,8.47e-06,0.135,-7.303,0.0574,90.0,0.385,0.19755,169.95847,9,861
366,FI,17,Daylight,['David Kushner'],[816838],1odExI7RdWc4BT515LTAwj,Daylight,2023-04-14,94,0.83,0.508,212954,0.43,0.000441,0.093,-9.475,0.0335,130.09,0.324,2.322,187.57079,8,576
367,FI,18,Tällee näin,['Turisti'],[6776],5TclMfBUkcXEIW23ytQ3Dp,Tällee näin,2023-04-28,52,0.0264,0.853,180038,0.657,0.000192,0.109,-4.144,0.101,100.01,0.53,0.0,172.40236,8,767
368,FI,19,Anna mulle mitä vaan,['KUUMAA'],[25350],2hCsRJpmsetg49AXeyhuAN,Hyvikset ja pahikset,2023-03-30,64,0.0181,0.609,147812,0.823,0.0293,0.0451,-7.163,0.0383,160.049,0.543,0.09859,138.77986,7,612
369,FI,20,Vastustamaton,['Gettomasa'],[112224],12zIIWVV5guPmsV7yQGsOM,Vastustamaton,2022-11-04,64,0.324,0.613,218473,0.737,0.0,0.159,-6.052,0.143,125.03,0.484,0.1917,215.18512,13,1009
370,FI,21,Tattoo,['Loreen'],[822568],1DmW5Ep6ywYwxc2HMT5BG6,Tattoo,2023-02-25,84,0.243,0.545,183375,0.779,1.66e-06,0.123,-6.235,0.0751,150.002,0.303,0.122,176.64,7,592
371,FI,22,Katto auki,['Gasellit'],[41554],5JFfA93DVs0nduS6IglUv3,Gasellin kyynel,2023-03-31,62,0.0633,0.818,166373,0.787,3.56e-06,0.183,-5.052,0.121,115.058,0.384,0.0,163.45686,7,783
372,FI,23,Baby Don't Hurt Me (feat. Coi Leray),"['David Guetta', 'Anne-Marie', 'Coi Leray']","[25928589, 10798189, 557862]",3BKD1PwArikchz2Zrlp1qi,Baby Don't Hurt Me,2023-04-06,87,0.00126,0.602,140018,0.91,0.000174,0.12,-3.404,0.0308,127.944,0.228,0.24204,134.91956,7,522
373,FI,24,Los Blancos,['KERZA'],[4363],3Dm6U20G6fSOeHkySBjx1w,Los Blancos,2023-04-28,51,0.191,0.55,147315,0.631,3.64e-06,0.344,-6.553,0.0875,87.873,0.348,0.0,141.35728,5,644
374,FI,25,FAMOUS,['ibe'],[29326],4Mg2rAHrqKXQzLRIwr4j9r,FAMOUS,2022-12-30,62,0.0841,0.518,209677,0.56,0.000185,0.0933,-5.688,0.0483,93.002,0.276,0.08141,209.67741,10,1028
375,FI,26,Amatimies,['JVG'],[322360],0WzmYcHhfkchwvZagvItxK,Mun tapa pelata,2022-10-07,57,0.0721,0.871,121961,0.687,0.00141,0.357,-4.417,0.155,115.963,0.586,0.11016,118.50884,6,560
376,FI,27,Kädet ylös,['BESS'],[21686],3miCmoC4ELhFxtrUZXR011,KÄDET YLÖS,2023-04-13,59,0.000238,0.687,179927,0.753,6.85e-05,0.1,-7.069,0.0555,144.041,0.828,0.13773,169.97008,7,721
377,FI,28,Flowers,['Miley Cyrus'],[20556985],4DHcnVTT87F0zZhRPYmZ3B,Endless Summer Vacation,2023-03-10,90,0.0632,0.707,200455,0.681,5.15e-06,0.0322,-4.325,0.0668,117.999,0.646,4.80073,194.65288,8,755
378,FI,29,Kaks,"['Isac Elliot', 'ibe']","[104448, 29326]",2dMNnJmCuOuokPJ9cUB2qC,Kaks,2023-03-09,63,0.0696,0.756,187114,0.597,0.00298,0.187,-6.743,0.0404,136.032,0.797,0.0,182.72943,8,824
379,FI,30,Reiviluola,['Haloo Helsinki!'],[211204],1RCQAeceDgtbD7WVLWr05S,Älä pelkää elämää,2021-09-10,59,0.000815,0.642,247427,0.633,4.64e-05,0.12,-6.746,0.0418,135.008,0.553,0.0,241.76036,7,888
380,FI,31,shoppaa,"['ibe', 'baka®']","[29326, 1283]",2q4XiGEHnERJ428M3LyMQA,shoppaa,2023-02-24,62,0.0528,0.756,200599,0.603,0.000395,0.255,-5.534,0.0922,146.017,0.808,0.0,195.6107,7,869
381,FI,32,Viimeisiä sanoja,['Bee'],[2820],3STatpBP2zJ1CTca7PRSKp,Viimeisiä sanoja,2023-02-10,63,0.00517,0.65,209052,0.823,0.0367,0.0922,-5.666,0.045,148.019,0.369,3.9532,203.31973,10,822
382,FI,33,Samaa taivasta katsotaan,['Portion Boys'],[77642],6ISLBKxChtxZ5Ws6nO6Cbi,Samaa taivasta katsotaan,2023-01-19,62,0.0309,0.515,183927,0.936,0.0,0.205,-5.549,0.13,164.976,0.424,0.0,175.80408,11,702
383,FI,34,Sydämii,['Lauri Haav'],[9215],1eEAiEd1n6WfPh4zgOWy4S,Sydämii,2023-03-23,63,0.0131,0.686,179910,0.687,1.02e-06,0.215,-7.778,0.0381,140.008,0.38,0.19156,176.97668,9,724
384,FI,35,Myrskyn jälkeen,"['Teflon Brothers', 'Poju']","[70608, 35959]",7h8d7vRJRidMLutOfJ13F7,Myrskyn jälkeen,2023-04-14,58,0.000737,0.566,217885,0.952,0.0,0.267,-2.902,0.0533,161.916,0.564,0.38762,212.16074,11,951
385,FI,36,Silmät,['Gettomasa'],[112224],1rYP6R16sM0uSlxrqzR5pM,Diplomaatti,2019-05-24,60,0.182,0.788,229347,0.726,0.0,0.239,-6.262,0.356,180.092,0.784,0.0,223.23083,12,951
386,FI,37,LXS,['Etta'],[14049],7AQPS6xuDuNVBdpW2fFH24,LXS,2023-04-28,51,0.00899,0.755,129183,0.659,0.0,0.372,-5.436,0.0601,128.105,0.635,2.00853,125.15556,7,493
387,FI,38,Cancel,"['Korelon', 'Turisti']","[6468, 6776]",3Zbtj1w567LeuusI8gHzgb,Viimein,2023-03-03,60,0.119,0.853,153015,0.702,5.7e-06,0.046,-3.937,0.126,101.965,0.897,0.07029,149.9893,4,743
388,FI,39,2:02,['Aliisa Syrjä'],[2143],0jDvY7YKzncG41sg1clKs9,2:02,2023-02-10,61,0.012,0.443,209014,0.611,0.00284,0.665,-5.614,0.0314,104.532,0.233,0.34839,204.84064,8,711
389,FI,40,Villieläin,['Ramses II'],[4287],0hR9rAzfwW8EuutTXdSzuF,Villieläin,2021-06-04,58,0.0878,0.932,218000,0.499,0.000821,0.13,-8.368,0.0446,116.065,0.937,0.0,214.05896,8,848
390,FI,41,XO (feat. Madboiali),"['AHTI', 'Madboiali']","[8595, 5518]",1VR6Sq6M2H5DC36tHFwLxr,Normijäbä,2023-04-21,55,0.383,0.85,134400,0.671,8.71e-05,0.104,-7.165,0.128,103.937,0.718,0.20839,123.91329,6,546
391,FI,42,Ihana kipu,"['VIIVI', 'Robin Packalen']","[23601, 191126]",4EXBxZeqKIayJa65KtAwZw,Ihana kipu,2022-10-27,60,0.0976,0.68,187909,0.649,1.21e-05,0.118,-9.009,0.0561,140.063,0.44,0.1971,182.2418,11,738
392,FI,43,No Business On The Dancefloor,['Keira'],[7708],47EttOPfJblOFsztpSseEm,No Business On The Dancefloor,2023-01-11,62,0.0287,0.752,167574,0.743,3.72e-06,0.115,-5.56,0.0322,121.993,0.707,0.29628,162.19138,7,624
393,FI,44,Kylä keskellä ei mitään,['Olli Halonen'],[14793],4cNo4LHRbuK73a6eclNXYY,Kylä keskellä ei mitään,2023-04-07,58,0.151,0.638,168448,0.819,0.0,0.19,-6.423,0.0462,109.949,0.835,0.19728,163.82838,8,692
394,FI,45,Elämän ABC,['Portion Boys'],[77642],7ffZ0iPT1UQvgm4e1KsaDC,Elämän ABC,2022-03-18,58,0.0036,0.591,222579,0.907,0.0,0.453,-5.336,0.0408,129.955,0.903,0.29034,216.39838,10,843
395,FI,46,I'm Good (Blue),"['David Guetta', 'Bebe Rexha']","[25928589, 8169575]",4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),2022-08-26,94,0.00383,0.561,175238,0.965,7.07e-06,0.371,-3.673,0.0343,128.04,0.304,0.07478,163.43945,8,722
396,FI,47,Ei vitus (feat. Korelon),"['william', 'Korelon']","[17228, 6468]",4f1IC0mWzqRcYtsALav0kJ,Ei vitus (feat. Korelon),2023-01-27,61,0.0869,0.78,152147,0.468,1.23e-05,0.101,-5.916,0.145,94.994,0.497,0.18558,143.81859,9,693
397,FI,48,Haukilahden rantaan,['SANNI'],[139191],3yZWaLo76NW6EL49Q0GLKP,Haukilahden rantaan,2023-03-24,62,0.179,0.607,216455,0.478,3.44e-06,0.073,-7.904,0.0265,104.016,0.115,3.67456,208.84027,9,709
398,FI,49,kilsoi,"['Cledos', 'jambo']","[34444, 7149]",0jz7L1HGCL81c6scYojIRI,kilsoi,2023-02-10,61,0.0224,0.856,204292,0.623,0.00208,0.071,-4.421,0.0381,133.935,0.835,0.56317,198.81506,8,872
399,FI,50,Uudestaan,['Turisti'],[6776],6t8EkW44VBwXPzzCFrCUvO,Uudestaan,2023-02-17,61,0.0284,0.737,148290,0.752,1.13e-05,0.101,-6.942,0.224,136.089,0.564,0.0,140.49234,8,596
400,FR,1,Demain,['PLK'],[1399467],66TAAKeoOD0cFpVRug9IXZ,2069',2023-04-13,77,0.272,0.726,183013,0.675,0.0,0.121,-8.251,0.16,137.954,0.846,0.44095,175.1307,7,821
401,FR,2,C'est carré le S,"['Naps', 'Gazo', 'Ninho']","[2519798, 1383014, 7972845]",2f8JQJctq8LZtaq6Hgdgb8,En temps réel,2023-04-28,65,0.281,0.867,201533,0.723,0.0,0.0934,-4.276,0.125,135.033,0.872,0.16771,195.51782,9,978
402,FR,3,Bolide allemand,['SDM'],[356113],0EzNyXyU7gHzj2TN8qYThj,Liens du 100,2022-12-02,78,0.441,0.718,176747,0.643,0.0,0.113,-7.473,0.16,131.825,0.645,0.0,159.434,7,716
403,FR,4,Flowers,['Miley Cyrus'],[20556985],4DHcnVTT87F0zZhRPYmZ3B,Endless Summer Vacation,2023-03-10,90,0.0632,0.707,200455,0.681,5.15e-06,0.0322,-4.325,0.0668,117.999,0.646,4.80073,194.65288,8,755
404,FR,5,Capitaine,['Djadja & Dinaz'],[2260524],4f0ytSBF6dlKOIFQsfeemV,ALPHA (Parties 1 & 2),2023-03-17,75,0.37,0.768,155920,0.662,0.0,0.0844,-5.92,0.182,151.937,0.636,0.0,138.26321,7,650
405,FR,6,Jolie (feat. Ninho),"['GAULOIS', 'Ninho']","[10273, 7972845]",16FTTvpIgihyei3EBNw1jd,"La Gaule, Vol.1",2023-01-13,75,0.141,0.717,159573,0.686,0.0,0.208,-6.388,0.0483,134.067,0.653,0.22585,156.9785,7,729
406,FR,7,Meuda,['Tiakola'],[885407],4wNyrbY6B2Okii8VeKo2B2,Mélo,2022-05-27,77,0.508,0.724,152547,0.593,0.0,0.196,-6.498,0.0766,141.901,0.624,0.0,148.53224,7,694
407,FR,8,Nouvelles,['PLK'],[1399467],7d391WfC0HtftRcetDFQUy,2069',2023-04-13,73,0.011,0.536,179653,0.655,0.000498,0.106,-7.636,0.22,196.007,0.434,0.44717,174.13223,8,848
408,FR,9,Nocif,"['Hamza', 'Damso']","[889774, 4443203]",4BZZTXcd5ROagKhynqj61X,Sincèrement,2023-02-17,76,0.0318,0.844,229387,0.55,0.00117,0.107,-7.903,0.0882,121.971,0.788,2.62966,215.43474,12,993
