,market,rank,name,artists,artists_followers,id,album,release_date,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,end_of_fade_in,start_of_fade_out,sections_number,segments_number
13,GLOBAL,14,AMG,"['Natanael Cano', 'Peso Pluma', 'Gabito Ballesteros']","[6552133, 2687919, 168984]",1lRtH4FszTrwwlK5gTSbXO,AMG,2022-11-24,95,0.152,0.772,174943,0.73,0.000107,0.274,-6.657,0.0972,136.175,0.786,0.08707,170.44028,9,754
14,GLOBAL,15,Classy 101,"['Feid', 'Young Miko']","[4966937, 471046]",6XSqqQIy7Lm7SnwxS4NrGx,Classy 101,2023-03-31,94,0.145,0.859,195987,0.658,0.0,0.12,-4.79,0.159,100.065,0.672,0.33084,184.64508,11,862
15,GLOBAL,16,Boy's a liar Pt. 2,"['PinkPantheress', 'Ice Spice']","[2019053, 1162144]",6AQbmUe0Qwf5PZnt4HmTXv,Boy's a liar Pt. 2,2023-02-03,97,0.252,0.696,131013,0.809,0.000128,0.248,-8.254,0.05,132.962,0.857,0.16812,131.01334,9,574
16,GLOBAL,17,BESO,"['ROSALÍA', 'Rauw Alejandro']","[7184998, 16576888]",609E1JCInJncactoMmkDon,RR,2023-03-24,96,0.736,0.768,194543,0.644,0.000837,0.173,-6.671,0.136,95.05,0.53,0.24413,189.59093,10,837
17,GLOBAL,18,See You Again (feat. Kali Uchis),"['Tyler, The Creator', 'Kali Uchis']","[11289349, 4290138]",7KA4W4McWYRpgf0fWsJZWB,Flower Boy,2017-07-21,92,0.371,0.558,180387,0.559,7.49e-06,0.109,-9.222,0.0959,78.558,0.62,0.0,180.38667,7,662
18,GLOBAL,19,Calm Down (with Selena Gomez),"['Rema', 'Selena Gomez']","[2264516, 41949479]",1s7oOCT8vauUh01PbJD6ps,Rave & Roses Ultra,2023-04-27,59,0.429,0.799,239318,0.802,0.00128,0.171,-5.196,0.0371,107.008,0.811,0.0,231.09079,10,1047
19,GLOBAL,20,Yandel 150,"['Yandel', 'Feid']","[6858255, 4966937]",4FAKtPVycI4DxoOHC01YqD,Resistencia,2023-01-13,90,0.0492,0.783,216148,0.729,0.000272,0.1,-3.549,0.0691,167.968,0.58,0.08721,204.9161,8,891
20,GLOBAL,21,Die For You,['The Weeknd'],[63977398],2LBqCSwhJGcFQeTHMVGwy3,Starboy,2016-11-24,91,0.111,0.586,260253,0.525,0.0,0.134,-7.163,0.0615,133.629,0.508,0.0,245.03438,8,915
21,GLOBAL,22,Anti-Hero,['Taylor Swift'],[73158430],0V3wPSX9ygBnCm8psDIegu,Midnights,2022-10-21,94,0.13,0.637,200690,0.643,1.8e-06,0.142,-6.571,0.0519,97.008,0.533,0.20322,195.43655,8,784
22,GLOBAL,23,I Wanna Be Yours,['Arctic Monkeys'],[19651132],5XeFesFbtLpXzIVDNQP22n,AM,2013-09-09,93,0.136,0.464,183956,0.417,0.022,0.0974,-9.345,0.0256,67.528,0.479,0.23855,174.09161,7,485
23,GLOBAL,24,Por las Noches,['Peso Pluma'],[2687919],2VzCjpKvPB1l1tqLndtAQa,Por las Noches,2021-06-11,92,0.31,0.807,239845,0.595,2.44e-05,0.0735,-7.19,0.0325,92.491,0.392,1.30612,234.64925,11,845
24,GLOBAL,25,Last Night,['Morgan Wallen'],[5732532],7K3BhSpAxZBznislvUMVtn,One Thing At A Time,2023-03-03,88,0.467,0.492,163855,0.675,0.0,0.142,-5.456,0.0389,203.759,0.478,0.0,154.84227,9,517
25,GLOBAL,26,Here With Me,['d4vd'],[1029505],78Sw5GDo6AlGwTwanjXbGh,Here With Me,2022-09-22,94,0.534,0.574,242485,0.469,9.21e-05,0.128,-8.209,0.0254,132.023,0.288,0.0,216.81633,11,700
26,GLOBAL,27,Starboy,"['The Weeknd', 'Daft Punk']","[63977398, 9372078]",7MXVkk9YMctZqd1Srtv4MB,Starboy,2016-11-25,93,0.141,0.679,230453,0.587,6.35e-06,0.137,-7.015,0.276,186.003,0.486,2.85025,221.72736,10,1097
27,GLOBAL,28,I'm Good (Blue),"['David Guetta', 'Bebe Rexha']","[25928589, 8169575]",4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),2022-08-26,94,0.00383,0.561,175238,0.965,7.07e-06,0.371,-3.673,0.0343,128.04,0.304,0.07478,163.43945,8,722
28,GLOBAL,29,FLOWER,['JISOO'],[882464],69CrOS7vEHIrhC2ILyEi0s,ME,2023-03-31,86,0.0236,0.841,173134,0.384,2.28e-06,0.0735,-7.684,0.0351,123.961,0.597,0.3537,169.55211,11,606
29,GLOBAL,30,golden hour,['JVKE'],[2215865],5odlY52u43F5BjByhxg7wg,this is what ____ feels like (Vol. 1-4),2022-09-23,90,0.653,0.515,209260,0.593,0.162,0.25,-4.801,0.0322,94.467,0.153,0.23828,203.9873,12,737
30,GLOBAL,31,El Gordo Trae El Mando,['Chino Pacas'],[262809],3kf0WdFOalKWBkCCLJo4mA,El Gordo Trae El Mando,2023-01-27,91,0.179,0.736,112087,0.8,0.0,0.0498,-5.38,0.0525,140.253,0.961,0.07016,108.25723,6,459
31,GLOBAL,32,Until I Found You (with Em Beihold) - Em Beihold Version,"['Stephen Sanchez', 'Em Beihold']","[606643, 336903]",1Y3LN4zO1Edc2EluIoSPJN,Until I Found You (Em Beihold Version),2022-04-22,93,0.777,0.551,176440,0.55,0.0,0.202,-5.339,0.0286,101.19,0.342,0.12209,164.67592,7,644
32,GLOBAL,33,"Shakira: Bzrp Music Sessions, Vol. 53","['Bizarrap', 'Shakira']","[10456958, 28761658]",4nrPB8O7Y7wsOCJdgXkthe,"Shakira: Bzrp Music Sessions, Vol. 53",2023-01-11,95,0.274,0.778,218289,0.632,0.0,0.0915,-5.6,0.0493,122.104,0.498,0.42136,208.12045,12,818
33,GLOBAL,34,Another Love,['Tom Odell'],[3088896],7jtQIBanIiJOMS6RyCx6jZ,Long Way Down,2013-06-17,64,0.717,0.442,244360,0.538,2.95e-05,0.09,-8.55,0.0451,122.758,0.139,0.27991,229.41315,8,742
34,GLOBAL,35,Double Fantasy (with Future),"['The Weeknd', 'Future']","[63977398, 13756311]",4VMRsbfZzd3SfQtaJ1Wpwi,Double Fantasy,2023-04-21,88,0.00621,0.6,268235,0.567,8.73e-06,0.495,-7.269,0.033,119.043,0.0951,0.0,262.3913,16,875
35,GLOBAL,36,Unholy (feat. Kim Petras),"['Sam Smith', 'Kim Petras']","[22421368, 915808]",0NZPBYD5qbEWRs3PrGiRkT,Gloria,2023-01-27,86,0.011,0.712,156943,0.463,2.96e-06,0.301,-7.399,0.0797,131.199,0.206,0.0,152.98466,7,585
36,GLOBAL,37,I Ain't Worried,['OneRepublic'],[15479521],4fYte8ZvTK14NEhAOZocBi,OneRepublic (Japan Paradise Tour Edition),2023-02-15,55,0.0988,0.697,148120,0.802,3.55e-05,0.0614,-6.412,0.0456,139.951,0.822,0.11034,145.13052,7,588
37,GLOBAL,38,Moonlight,['Kali Uchis'],[4290138],0JmnkIqdlnUzPaf8sqBRs3,Red Moon In Venus,2023-03-03,85,0.518,0.642,187723,0.706,0.0,0.25,-6.872,0.052,136.851,0.896,0.13315,178.70078,7,668
38,GLOBAL,39,Conexões de Máfia (feat. Rich The Kid),"['Matuê', 'Rich The Kid']","[8089944, 3040242]",3ktTWpYdXrYApH54cBo4Ap,Conexões de Máfia (feat. Rich The Kid),2023-04-30,72,0.393,0.771,221538,0.577,0.0,0.256,-6.944,0.0461,116.96,0.691,0.0,204.78839,12,873
39,GLOBAL,40,Haegeum,['Agust D'],[11552550],4bjN59DRXFRxBE1g5ne6B1,D-DAY,2023-04-21,90,0.313,0.697,168927,0.837,0.0,0.471,-2.651,0.304,85.097,0.831,0.24989,163.99094,7,785
40,GLOBAL,41,Angels Like You,['Miley Cyrus'],[20556985],1daDRI9ahBonbWD8YcxOIB,Plastic Hearts,2020-11-27,88,0.0981,0.672,196453,0.642,0.0,0.1,-4.035,0.0313,121.981,0.494,0.22104,190.46169,7,566
41,GLOBAL,42,La Bachata,['Manuel Turizo'],[12032376],3tt9i3Hhzq84dPS8H7iSiJ,2000,2023-03-17,85,0.583,0.835,162638,0.679,1.98e-06,0.218,-5.329,0.0364,124.98,0.85,0.33664,149.3101,7,663
42,GLOBAL,43,Like Crazy,['Jimin'],[5069847],3Ua0m0YmEjrMi9XErKcNiR,FACE,2023-03-24,92,0.0025,0.629,212241,0.733,0.0,0.357,-5.445,0.0419,120.001,0.362,0.24408,206.1932,9,790
43,GLOBAL,44,People,['Libianca'],[166568],26b3oVLrRUaaybJulow9kz,People,2022-12-06,91,0.551,0.573,184791,0.422,1.31e-05,0.102,-7.621,0.0678,124.357,0.693,2.72834,177.40045,6,724
44,GLOBAL,45,Mockingbird,['Eminem'],[69816574],561jH07mF1jHuk7KlaeF0s,Encore (Deluxe Version),2004-11-12,92,0.209,0.637,250760,0.678,0.0,0.156,-3.798,0.266,84.039,0.254,0.18889,247.65823,13,1170
45,GLOBAL,46,Search & Rescue,['Drake'],[74905895],7aRCf5cLOFN1U7kvtChY1G,Search & Rescue,2023-04-07,91,0.0603,0.817,272113,0.44,1.42e-06,0.33,-8.482,0.0734,142.024,0.544,0.11601,261.4973,11,1144
46,GLOBAL,47,"Quevedo: Bzrp Music Sessions, Vol. 52","['Bizarrap', 'Quevedo']","[10456958, 1763799]",2tTmW7RDtMQtBk7m2rYeSw,"Quevedo: Bzrp Music Sessions, Vol. 52",2022-07-06,93,0.0125,0.621,198938,0.782,0.033,0.23,-5.548,0.044,128.033,0.55,0.0,192.98685,9,780
47,GLOBAL,48,Bebe Dame,"['Fuerza Regida', 'Grupo Frontera']","[3097453, 777407]",0IKeDy5bT9G0bA7ZixRT4A,Sigan Hablando,2022-12-28,85,0.299,0.529,271862,0.602,0.0,0.0716,-4.629,0.0458,157.643,0.756,1.45687,260.25507,16,981
48,GLOBAL,49,Escapism.,"['RAYE', '070 Shake']","[868017, 462062]",5mHdCZtVyb4DcJw8799hZp,My 21st Century Blues,2023-02-03,90,0.138,0.538,272373,0.742,4.67e-05,0.0934,-5.355,0.114,96.107,0.25,0.0,263.9122,12,1025
49,GLOBAL,50,OMG,['NewJeans'],[3206922],65FftemJ1DbbZ45DUfHJXE,NewJeans 'OMG',2023-01-02,93,0.357,0.804,212253,0.771,3.07e-06,0.108,-4.067,0.0433,126.956,0.739,0.0,209.53107,7,856
50,AT,1,Daylight,['David Kushner'],[816838],1odExI7RdWc4BT515LTAwj,Daylight,2023-04-14,94,0.83,0.508,212954,0.43,0.000441,0.093,-9.475,0.0335,130.09,0.324,2.322,187.57079,8,576
51,AT,2,Cinnamon Roll,"['Bonez MC', 'Gzuz']","[2044356, 1333641]",4GUrzAwDBOyEMQTo42GGzf,High & Hungrig 3,2023-04-27,63,0.27,0.726,167821,0.671,0.00101,0.206,-5.994,0.0898,86.059,0.229,0.19737,161.47737,11,788
52,AT,3,Komet,"['Udo Lindenberg', 'Apache 207']","[587491, 2229302]",7oQepKHmXDaPC3rgeLRvQu,Komet,2023-01-19,84,0.285,0.55,167357,0.5,0.0,0.116,-5.779,0.045,115.016,0.351,0.19732,159.71846,9,556
53,AT,4,All Night,"['RAF Camora', 'Luciano']","[1639597, 1780483]",4taclmQm9wFcK4dKQjR5ny,All Night,2023-03-31,83,0.0822,0.618,153675,0.84,0.368,0.275,-6.213,0.164,97.704,0.514,0.19728,148.07365,6,749
54,AT,5,Mockingbird,['Eminem'],[69816574],561jH07mF1jHuk7KlaeF0s,Encore (Deluxe Version),2004-11-12,92,0.209,0.637,250760,0.678,0.0,0.156,-3.798,0.266,84.039,0.254,0.18889,247.65823,13,1170
55,AT,6,Flowers,['Miley Cyrus'],[20556985],4DHcnVTT87F0zZhRPYmZ3B,Endless Summer Vacation,2023-03-10,90,0.0632,0.707,200455,0.681,5.15e-06,0.0322,-4.325,0.0668,117.999,0.646,4.80073,194.65288,8,755
56,AT,7,PASS AUF,['HoodBlaq'],[134728],1ZKMMvWLhxXlk7VXqS7YRG,PASS AUF,2023-03-24,79,0.158,0.616,205994,0.646,0.0,0.176,-5.349,0.0662,124.772,0.231,0.21542,196.70204,11,769
57,AT,8,Babylon,"['Bonez MC', 'Gzuz']","[2044356, 1333641]",6eeUDtR2OHjdDnAlFaO4cl,High & Hungrig 3,2023-04-27,70,0.0505,0.848,141431,0.706,6.72e-06,0.105,-7.294,0.285,96.973,0.359,0.19537,134.84988,5,668
58,AT,9,TABU.,"['Yung Yury', 'Damn Yury']","[12096, 954]",42Ztw2ZtZR3mtWjXpg0R5I,TABU.,2023-03-17,77,0.219,0.667,135302,0.702,4.3e-05,0.147,-8.49,0.169,148.978,0.479,0.0,128.20317,7,589
59,AT,10,Neunzig,['Apache 207'],[2229302],0pC6XqDVKQC4czY2bgF7nj,Neunzig,2023-04-28,73,0.00113,0.841,145607,0.818,0.00191,0.0677,-4.682,0.0465,129.002,0.695,0.18603,141.31664,6,656
60,AT,11,I'm Good (Blue),"['David Guetta', 'Bebe Rexha']","[25928589, 8169575]",4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),2022-08-26,94,0.00383,0.561,175238,0.965,7.07e-06,0.371,-3.673,0.0343,128.04,0.304,0.07478,163.43945,8,722
61,AT,12,Another Love,['Tom Odell'],[3088896],7jtQIBanIiJOMS6RyCx6jZ,Long Way Down,2013-06-17,64,0.717,0.442,244360,0.538,2.95e-05,0.09,-8.55,0.0451,122.758,0.139,0.27991,229.41315,8,742
62,AT,13,Anders,"['01099', 'Paul', 'Ski Aggu']","[160739, 3769, 73970]",5TYmnScjaRecWuBqEaA7S5,Anders,2023-04-21,74,0.527,0.743,155021,0.809,0.632,0.102,-7.924,0.214,75.035,0.342,0.20281,148.56706,5,635
63,AT,14,Karma,"['Samra', 'MERO']","[1240814, 2030734]",6DLSBLkABrsLokGPVTk7me,Karma,2023-04-28,70,0.0333,0.526,151200,0.737,0.0,0.145,-7.303,0.303,131.901,0.483,0.29424,145.61813,10,725
64,AT,15,Wildberry Lillet,['Nina Chuba'],[278242],6LBmaJYwbLHfQwIreMCLlw,Glas,2023-02-24,69,0.0642,0.892,132000,0.503,0.0,0.102,-7.086,0.178,139.928,0.615,0.0,129.18422,8,634
65,AT,16,Bamba (feat. Aitch & BIA),"['Luciano', 'Aitch', 'BIA']","[1780483, 1036144, 444196]",7sJNeWTXkZCEC7OnFMpGWL,Majestic,2022-09-29,74,0.119,0.797,203560,0.791,0.0,0.113,-6.281,0.33,138.026,0.828,0.35501,199.47684,11,1047
66,AT,17,BLACKOUT,['AK AUSSERKONTROLLE'],[829370],0mNWBN7udBbA3ZtkB80TPM,BLACKOUT,2023-03-30,67,0.0651,0.563,165680,0.572,0.0,0.0877,-6.132,0.423,88.743,0.16,0.29624,157.23392,6,685
67,AT,18,Can't Hold Us (feat. Ray Dalton),"['Macklemore & Ryan Lewis', 'Macklemore', 'Ryan Lewis', 'Ray Dalton']","[2617903, 2051301, 17979, 56913]",22skzmqfdWrjJylampe0kt,The Heist,2012-10-09,84,0.0267,0.633,258432,0.927,0.0,0.0986,-4.468,0.0839,146.097,0.88,0.0,254.8448,15,1134
68,AT,19,Baby Don't Hurt Me (feat. Coi Leray),"['David Guetta', 'Anne-Marie', 'Coi Leray']","[25928589, 10798189, 557862]",3BKD1PwArikchz2Zrlp1qi,Baby Don't Hurt Me,2023-04-06,87,0.00126,0.602,140018,0.91,0.000174,0.12,-3.404,0.0308,127.944,0.228,0.24204,134.91956,7,522
69,AT,20,BETTER DAYZ (feat. reezy),"['Summer Cem', 'Geenaro & Ghana Beats', 'reezy']","[1091155, 1223, 284908]",0qCa741ey8PttRgz14D5IG,BETTER DAYZ (feat. reezy),2023-04-21,73,0.101,0.836,132766,0.532,1.79e-05,0.313,-10.946,0.226,93.963,0.785,2.06077,127.16989,8,663
70,AT,21,I Ain't Worried,['OneRepublic'],[15479521],4fYte8ZvTK14NEhAOZocBi,OneRepublic (Japan Paradise Tour Edition),2023-02-15,55,0.0988,0.697,148120,0.802,3.55e-05,0.0614,-6.412,0.0456,139.951,0.822,0.11034,145.13052,7,588
71,AT,22,Sie weiß (feat. Mero),"['AYLIVA', 'MERO']","[502163, 2030734]",7DyDjhZMEIK5Ied4juTCyc,Sie weiß (feat. Mero),2023-01-06,79,0.517,0.792,151320,0.679,1.49e-05,0.0962,-5.516,0.041,119.932,0.204,0.0,147.22032,5,569
72,AT,23,Bad Memories (feat. Elley Duhé & FAST BOY),"['MEDUZA', 'James Carter', 'Elley Duhé', 'FAST BOY']","[631606, 41691, 425914, 15534]",3rb0tMq42WfggucPm0HHkA,Bad Memories (feat. Elley Duhé & FAST BOY),2022-07-22,86,0.118,0.607,148629,0.767,0.0,0.122,-6.069,0.0474,123.998,0.662,0.0,146.40181,8,524
73,AT,24,Tanzen (mit Handschellen),"['Bonez MC', 'Gzuz']","[2044356, 1333641]",6Q6Os8JhYK3LA73I5tjJXG,High & Hungrig 3,2023-04-27,61,0.2,0.73,146510,0.706,1.98e-05,0.181,-5.303,0.279,93.373,0.336,0.20925,143.2439,7,691
74,AT,25,Breaking your heart,['Apache 207'],[2229302],3pyvUdSZvgrmZbXcEsL2bs,Breaking your heart,2023-03-31,80,0.0337,0.701,170580,0.857,8.83e-05,0.122,-4.667,0.0432,164.965,0.232,0.17424,163.78777,9,704
75,AT,26,As It Was,['Harry Styles'],[27279029],4Dvkj6JhhA12EX05fT7y2e,Harry's House,2022-05-20,92,0.342,0.52,167303,0.731,0.00101,0.311,-5.338,0.0557,173.93,0.662,0.19714,159.7533,7,683
76,AT,27,40 Jahre,"['Bonez MC', 'Gzuz']","[2044356, 1333641]",3TIkXqTbyDU3d8gcCWoI84,High & Hungrig 3,2023-04-27,66,0.471,0.599,144845,0.505,0.00087,0.119,-8.333,0.351,99.985,0.327,0.21492,130.13043,6,667
77,AT,28,Sarà perché ti amo,['Ricchi E Poveri'],[131626],6OMjtuz1sYVsHpdeZPUR1n,Piccolo Amore,1997-09-08,65,0.122,0.825,189800,0.752,0.0,0.0655,-8.134,0.0373,120.19,0.963,0.33605,183.34476,12,709
78,AT,29,Sunnyside Moneymakerz,"['Bonez MC', 'Gzuz']","[2044356, 1333641]",6d3RrJEUhqGk4zxH48jtpS,High & Hungrig 3,2023-04-27,65,0.211,0.85,158686,0.653,0.202,0.116,-8.039,0.125,97.005,0.396,0.2029,146.35538,7,881
79,AT,30,Riptide,['Vance Joy'],[2816354],7yq4Qj7cqayVTp3FF9CWbm,Dream Your Life Away,2014-09-08,85,0.431,0.484,204280,0.731,0.0,0.151,-6.694,0.0379,101.654,0.51,0.25578,194.97797,6,838
80,AT,31,Lay Low,['Tiësto'],[6872255],3IhM5Mber8KA0NaRNpK2px,DRIVE,2023-04-21,68,0.18,0.705,140160,0.663,6.74e-06,0.0924,-5.289,0.0367,124.988,0.38,0.36576,149.84418,7,604
81,AT,32,Cupid - Twin Ver.,['FIFTY FIFTY'],[524032],7FbrGaHYVDmfr7KoLIZnQ7,The Beginning: Cupid,2023-02-24,95,0.435,0.783,174253,0.592,4.15e-06,0.347,-8.332,0.0331,120.018,0.726,0.97569,169.0703,8,615
82,AT,33,Unholy (feat. Kim Petras),"['Sam Smith', 'Kim Petras']","[22421368, 915808]",0NZPBYD5qbEWRs3PrGiRkT,Gloria,2023-01-27,86,0.011,0.712,156943,0.463,2.96e-06,0.301,-7.399,0.0797,131.199,0.206,0.0,152.98466,7,585
83,AT,34,Nachts wach (Lila Wolken Bootleg),"['Miksu / Macloud', 'makko']","[105637, 180801]",5qEGAHerczFt3HmL9lhh4j,Nachts wach,2022-08-26,73,0.165,0.667,158080,0.849,4.8e-05,0.107,-4.4,0.124,155.002,0.752,0.09338,152.61314,9,727
84,AT,35,Creepin' (with The Weeknd & 21 Savage),"['Metro Boomin', 'The Weeknd', '21 Savage']","[4190667, 63977398, 13541169]",2dHHgzDwk4BJdRwy9uXhTO,HEROES & VILLAINS,2022-12-02,96,0.417,0.715,221520,0.62,0.0,0.0822,-6.005,0.0484,97.95,0.172,0.0,213.32172,11,903
85,AT,36,SHOOT,['reezy'],[284908],1rDfZwXzeotPuDtBJotaK1,SHOOT,2023-03-24,78,0.103,0.78,159869,0.574,0.0,0.135,-7.418,0.102,137.034,0.425,0.19161,154.87129,6,671
86,AT,37,Blaues Licht,"['RAF Camora', 'Bonez MC']","[1639597, 2044356]",23SqoExnmW4BTJEYzMJze8,Zukunft 1 & 2,2021-10-01,72,0.39,0.819,144264,0.828,0.00611,0.258,-4.906,0.108,144.953,0.693,0.20898,139.34296,6,657
87,AT,38,10:35,"['Tiësto', 'Tate McRae']","[6872255, 3496324]",36gcliMRX1vCpgnrZE3dFZ,DRIVE,2023-04-21,69,0.0683,0.696,172253,0.793,3.78e-06,0.18,-5.733,0.097,120.003,0.698,0.21483,166.20844,8,725
88,AT,39,LORBEERKRANZ,['Kollegah'],[1467417],3ixYwMhY3eLvdrz0paiYGD,LORBEERKRANZ,2023-04-28,67,0.416,0.562,207500,0.773,2.2e-06,0.433,-5.355,0.257,95.032,0.44,0.29011,204.06857,4,1019
89,AT,40,Sehnsucht,"['Miksu / Macloud', 't-low']","[105637, 392987]",7xaqxUl08zOg0YNUHokQpq,Sehnsucht,2022-03-04,73,0.642,0.804,152827,0.645,0.0,0.173,-7.069,0.0773,142.09,0.912,0.10494,148.4742,9,624
90,AT,41,This Is The Life,['Amy Macdonald'],[454100],2T3jgoAMbBXiMMD8pSc6QL,This Is The Life (eDeluxe),2007-01-01,80,0.259,0.628,184413,0.882,0.0,0.065,-5.024,0.0323,95.083,0.853,0.23556,176.46585,8,770
91,AT,42,Rajske kise,['Nucci'],[373101],31EIzRV2HqVDQttJ6oeQLh,Rajske kise,2023-04-13,65,0.0834,0.789,146029,0.886,0.0,0.14,-6.411,0.0976,152.901,0.953,0.16263,138.50122,9,602
92,AT,43,Nachts wach,"['Miksu / Macloud', 'makko']","[105637, 180801]",3kgt8Ys78I6GBZlQrWqZiA,Nachts wach,2022-07-08,73,0.569,0.719,178973,0.685,0.0,0.263,-7.083,0.257,136.172,0.632,0.10426,174.51537,11,765
93,AT,44,Without Me,['Eminem'],[69816574],7lQ8MOhq6IN2w8EYcFNSUk,The Eminem Show,2002-05-26,89,0.00286,0.908,290320,0.669,0.0,0.237,-2.827,0.0738,112.238,0.662,0.0,280.97305,12,1345
94,AT,45,Powerade,"['Ion Miles', 'SIRA', 'BHZ']","[35498, 3003, 294008]",35DkXhxqTMiQB582tfjowU,"In Liebe, Ion",2022-06-24,68,0.193,0.89,142400,0.72,0.437,0.641,-5.202,0.0729,150.09,0.935,0.0,125.97406,7,582
95,AT,46,Beautiful Girl,['Luciano'],[1780483],5xX2LYdXyx0Boa61rZOjq5,Majestic,2022-09-29,69,0.296,0.846,178453,0.42,0.00134,0.09,-8.659,0.104,139.883,0.621,0.25973,166.83537,8,774
96,AT,47,Ohne mein Team,"['Bonez MC', 'RAF Camora', 'Maxwell']","[2044356, 1639597, 193530]",05Mp2UJulSttxQ4E6hQPH3,Palmen aus Plastik,2016-09-09,71,0.16,0.766,188504,0.8,1.6e-05,0.0744,-6.062,0.0938,129.999,0.635,0.20281,184.28517,10,910
97,AT,48,Give It To Me - Full Vocal Mix,['Matt Sassari'],[43508],5ZduaRci3iNUiDfJbBfAaf,Give It To Me (Full Vocal Mix),2021-10-22,84,0.00116,0.874,102861,0.869,0.00238,0.164,-5.996,0.0315,126.027,0.726,0.0,98.48163,4,417
98,AT,49,Call It Love,"['Felix Jaehn', 'Ray Dalton']","[1286852, 56913]",5YdnOm5990Kfq1Jodws98B,Call It Love,2022-09-16,83,0.0559,0.616,154561,0.841,0.00217,0.417,-4.779,0.076,110.029,0.714,0.0,152.49706,9,675
