,market,rank,name,artists,artists_followers,id,album,release_date,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,end_of_fade_in,start_of_fade_out,sections_number,segments_number
0,GLOBAL,1,Ella Baila Sola,"['Eslabon Armado', 'Peso Pluma']","[3951885, 3095211]",3qQbCzHBycnDpGskqOWY0E,DESVELADO,2023-04-28,86,0.483,0.668,165671,0.758,1.89e-05,0.0837,-5.176,0.0332,147.989,0.834,0.19787,160.33958,9,686
1,GLOBAL,2,un x100to,"['Grupo Frontera', 'Bad Bunny']","[847427, 68880737]",6pD0ufEQq0xdHSsRbg9LBK,un x100to,2023-04-17,99,0.228,0.569,194563,0.724,0.0,0.27,-4.076,0.0474,83.118,0.562,0.19732,186.35754,6,745
2,GLOBAL,3,La Bebe - Remix,"['Yng Lvcas', 'Peso Pluma']","[67528, 3095211]",2UW7JaomAMuX9pZrjVpHAU,La Bebe (Remix),2023-03-17,99,0.213,0.812,234353,0.479,1.21e-06,0.0756,-5.678,0.333,169.922,0.559,0.0,225.45415,10,938
3,GLOBAL,4,Cupid - Twin Ver.,['FIFTY FIFTY'],[625170],7FbrGaHYVDmfr7KoLIZnQ7,The Beginning: Cupid,2023-02-24,97,0.435,0.783,174253,0.592,4.15e-06,0.347,-8.332,0.0331,120.018,0.726,0.97569,169.0703,8,615
4,GLOBAL,5,Flowers,['Miley Cyrus'],[20667407],4DHcnVTT87F0zZhRPYmZ3B,Endless Summer Vacation,2023-03-10,90,0.0632,0.707,200455,0.681,5.15e-06,0.0322,-4.325,0.0668,117.999,0.646,4.80073,194.65288,8,755
5,GLOBAL,6,Daylight,['David Kushner'],[851803],1odExI7RdWc4BT515LTAwj,Daylight,2023-04-14,96,0.83,0.508,212954,0.43,0.000441,0.093,-9.475,0.0335,130.09,0.324,2.322,187.57079,8,576
6,GLOBAL,7,Kill Bill,['SZA'],[12436435],1Qrg8KqiBpW07V7PNxwwwL,SOS,2022-12-08,94,0.0521,0.644,153947,0.735,0.144,0.161,-5.747,0.0391,88.98,0.418,3.06503,150.1054,5,571
7,GLOBAL,8,TQG,"['KAROL G', 'Shakira']","[35053135, 28941313]",0DWdj2oZMBFSzRsi2Cvfzf,MAÑANA SERÁ BONITO,2023-02-24,96,0.673,0.72,199440,0.63,0.0,0.0936,-3.547,0.277,179.974,0.607,0.0,194.00272,8,868
8,GLOBAL,9,As It Was,['Harry Styles'],[27413682],4Dvkj6JhhA12EX05fT7y2e,Harry's House,2022-05-20,92,0.342,0.52,167303,0.731,0.00101,0.311,-5.338,0.0557,173.93,0.662,0.19714,159.7533,7,683
9,GLOBAL,10,Classy 101,"['Feid', 'Young Miko']","[5140012, 502571]",6XSqqQIy7Lm7SnwxS4NrGx,Classy 101,2023-03-31,95,0.145,0.859,195987,0.658,0.0,0.12,-4.79,0.159,100.065,0.672,0.33084,184.64508,11,862
10,GLOBAL,11,PRC,"['Peso Pluma', 'Natanael Cano']","[3095211, 6683002]",2mpoNBkngUEwnaKoBhZ0vl,PRC,2023-01-23,96,0.0965,0.784,184066,0.826,7.09e-05,0.123,-6.34,0.0538,138.078,0.893,0.1971,176.57034,8,835
11,GLOBAL,12,BESO,"['ROSALÍA', 'Rauw Alejandro']","[7228066, 16684722]",609E1JCInJncactoMmkDon,RR,2023-03-24,96,0.736,0.768,194543,0.644,0.000837,0.173,-6.671,0.136,95.05,0.53,0.24413,189.59093,10,837
12,GLOBAL,13,Calm Down (with Selena Gomez),"['Rema', 'Selena Gomez']","[2325632, 42171494]",1s7oOCT8vauUh01PbJD6ps,Rave & Roses Ultra,2023-04-27,77,0.429,0.799,239318,0.802,0.00128,0.171,-5.196,0.0371,107.008,0.811,0.0,231.09079,10,1047
13,GLOBAL,14,Creepin' (with The Weeknd & 21 Savage),"['Metro Boomin', 'The Weeknd', '21 Savage']","[4248660, 64515116, 13621908]",2dHHgzDwk4BJdRwy9uXhTO,HEROES & VILLAINS,2022-12-02,96,0.417,0.715,221520,0.62,0.0,0.0822,-6.005,0.0484,97.95,0.172,0.0,213.32172,11,903
14,GLOBAL,15,Yandel 150,"['Yandel', 'Feid']","[6880369, 5140012]",4FAKtPVycI4DxoOHC01YqD,Resistencia,2023-01-13,90,0.0492,0.783,216148,0.729,0.000272,0.1,-3.549,0.0691,167.968,0.58,0.08721,204.9161,8,891
15,GLOBAL,16,See You Again (feat. Kali Uchis),"['Tyler, The Creator', 'Kali Uchis']","[11408972, 4381197]",7KA4W4McWYRpgf0fWsJZWB,Flower Boy,2017-07-21,93,0.371,0.558,180387,0.559,7.49e-06,0.109,-9.222,0.0959,78.558,0.62,0.0,180.38667,7,662
16,GLOBAL,17,Die For You (with Ariana Grande) - Remix,"['The Weeknd', 'Ariana Grande']","[64515116, 90231961]",4W4fNrZYkobj539TOWsLO2,Starboy (Deluxe),2023-03-14,87,0.227,0.575,232857,0.5,0.0,0.335,-7.594,0.0707,67.033,0.506,0.0,228.04317,7,797
17,GLOBAL,18,El Azul,"['Junior H', 'Peso Pluma']","[7429834, 3095211]",1haJsMtoBhHfvuM7XWuT3W,El Azul,2023-02-10,94,0.226,0.558,187226,0.648,7.76e-06,0.0986,-7.081,0.055,143.876,0.844,0.19828,183.31573,10,843
18,GLOBAL,19,The Planet,['BTS'],[64609868],4IJsVXbSeGPUrgwpVoHmlg,The Planet,2023-05-12,0,0.000482,0.665,178156,0.848,0.0,0.2,-3.619,0.0708,119.986,0.687,0.2322,174.61406,9,704
19,GLOBAL,20,Boy's a liar Pt. 2,"['PinkPantheress', 'Ice Spice']","[2039893, 1212430]",6AQbmUe0Qwf5PZnt4HmTXv,Boy's a liar Pt. 2,2023-02-03,96,0.252,0.696,131013,0.809,0.000128,0.248,-8.254,0.05,132.962,0.857,0.16812,131.01334,9,574
20,GLOBAL,21,Last Night,['Morgan Wallen'],[5817058],7K3BhSpAxZBznislvUMVtn,One Thing At A Time,2023-03-03,89,0.467,0.492,163855,0.675,0.0,0.142,-5.456,0.0389,203.759,0.478,0.0,154.84227,9,517
21,GLOBAL,22,Anti-Hero,['Taylor Swift'],[73925103],0V3wPSX9ygBnCm8psDIegu,Midnights,2022-10-21,94,0.13,0.637,200690,0.643,1.8e-06,0.142,-6.571,0.0519,97.008,0.533,0.20322,195.43655,8,784
22,GLOBAL,23,AMG,"['Natanael Cano', 'Peso Pluma', 'Gabito Ballesteros']","[6683002, 3095211, 190735]",1lRtH4FszTrwwlK5gTSbXO,AMG,2022-11-24,95,0.152,0.772,174943,0.73,0.000107,0.274,-6.657,0.0972,136.175,0.786,0.08707,170.44028,9,754
23,GLOBAL,24,I'm Good (Blue),"['David Guetta', 'Bebe Rexha']","[25970248, 8188177]",4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),2022-08-26,94,0.00383,0.561,175238,0.965,7.07e-06,0.371,-3.673,0.0343,128.04,0.304,0.07478,163.43945,8,722
24,GLOBAL,25,All My Life (feat. J. Cole),"['Lil Durk', 'J. Cole']","[5503136, 20061985]",6HgWWaMu31KdOpEG5l28BG,All My Life (feat. J. Cole),2023-05-12,0,0.15,0.829,223204,0.436,0.0,0.0954,-8.205,0.327,143.031,0.693,0.33098,206.94785,9,983
25,GLOBAL,26,Like Crazy,['Jimin'],[5207423],3Ua0m0YmEjrMi9XErKcNiR,FACE,2023-03-24,93,0.0025,0.629,212241,0.733,0.0,0.357,-5.445,0.0419,120.001,0.362,0.24408,206.1932,9,790
26,GLOBAL,27,Die For You,['The Weeknd'],[64515116],2LBqCSwhJGcFQeTHMVGwy3,Starboy,2016-11-24,91,0.111,0.586,260253,0.525,0.0,0.134,-7.163,0.0615,133.629,0.508,0.0,245.03438,8,915
27,GLOBAL,28,I Wanna Be Yours,['Arctic Monkeys'],[19789640],5XeFesFbtLpXzIVDNQP22n,AM,2013-09-09,94,0.136,0.464,183956,0.417,0.022,0.0974,-9.345,0.0256,67.528,0.479,0.23855,174.09161,7,485
28,GLOBAL,29,"Shakira: Bzrp Music Sessions, Vol. 53","['Bizarrap', 'Shakira']","[10585553, 28941313]",4nrPB8O7Y7wsOCJdgXkthe,"Shakira: Bzrp Music Sessions, Vol. 53",2023-01-11,95,0.274,0.778,218289,0.632,0.0,0.0915,-5.6,0.0493,122.104,0.498,0.42136,208.12045,12,818
29,GLOBAL,30,Por las Noches,['Peso Pluma'],[3095211],2VzCjpKvPB1l1tqLndtAQa,Por las Noches,2021-06-11,92,0.31,0.807,239845,0.595,2.44e-05,0.0735,-7.19,0.0325,92.491,0.392,1.30612,234.64925,11,845
30,GLOBAL,31,Unholy (feat. Kim Petras),"['Sam Smith', 'Kim Petras']","[22489018, 915677]",0NZPBYD5qbEWRs3PrGiRkT,Gloria,2023-01-27,86,0.011,0.712,156943,0.463,2.96e-06,0.301,-7.399,0.0797,131.199,0.206,0.0,152.98466,7,585
31,GLOBAL,32,Here With Me,['d4vd'],[1070583],78Sw5GDo6AlGwTwanjXbGh,Here With Me,2022-09-22,94,0.534,0.574,242485,0.469,9.21e-05,0.128,-8.209,0.0254,132.023,0.288,0.0,216.81633,11,700
32,GLOBAL,33,golden hour,['JVKE'],[2280415],5odlY52u43F5BjByhxg7wg,this is what ____ feels like (Vol. 1-4),2022-09-23,90,0.653,0.515,209260,0.593,0.162,0.25,-4.801,0.0322,94.467,0.153,0.23828,203.9873,12,737
33,GLOBAL,34,Until I Found You (with Em Beihold) - Em Beihold Version,"['Stephen Sanchez', 'Em Beihold']","[620957, 335507]",1Y3LN4zO1Edc2EluIoSPJN,Until I Found You (Em Beihold Version),2022-04-22,93,0.777,0.551,176440,0.55,0.0,0.202,-5.339,0.0286,101.19,0.342,0.12209,164.67592,7,644
34,GLOBAL,35,Hey Mor,"['Ozuna', 'Feid']","[36639496, 5140012]",1zsPaEkglFvxjAhrM8yhpr,OzuTochi,2022-10-07,91,0.00302,0.901,196600,0.589,0.000237,0.0992,-6.713,0.289,98.002,0.399,0.10467,191.64009,8,907
35,GLOBAL,36,Angels Like You,['Miley Cyrus'],[20667407],1daDRI9ahBonbWD8YcxOIB,Plastic Hearts,2020-11-27,90,0.0981,0.672,196453,0.642,0.0,0.1,-4.035,0.0313,121.981,0.494,0.22104,190.46169,7,566
36,GLOBAL,37,La Bachata,['Manuel Turizo'],[12088984],3tt9i3Hhzq84dPS8H7iSiJ,2000,2023-03-17,86,0.583,0.835,162638,0.679,1.98e-06,0.218,-5.329,0.0364,124.98,0.85,0.33664,149.3101,7,663
37,GLOBAL,38,Another Love,['Tom Odell'],[3110691],7jtQIBanIiJOMS6RyCx6jZ,Long Way Down,2013-06-17,63,0.717,0.442,244360,0.538,2.95e-05,0.09,-8.55,0.0451,122.758,0.139,0.27991,229.41315,8,742
38,GLOBAL,39,I Ain't Worried,['OneRepublic'],[15528017],4fYte8ZvTK14NEhAOZocBi,OneRepublic (Japan Paradise Tour Edition),2023-02-15,55,0.0988,0.697,148120,0.802,3.55e-05,0.0614,-6.412,0.0456,139.951,0.822,0.11034,145.13052,7,588
39,GLOBAL,40,Starboy,"['The Weeknd', 'Daft Punk']","[64515116, 9396561]",7MXVkk9YMctZqd1Srtv4MB,Starboy,2016-11-25,93,0.141,0.679,230453,0.587,6.35e-06,0.137,-7.015,0.276,186.003,0.486,2.85025,221.72736,10,1097
40,GLOBAL,41,People,['Libianca'],[173748],26b3oVLrRUaaybJulow9kz,People,2022-12-06,92,0.551,0.573,184791,0.422,1.31e-05,0.102,-7.621,0.0678,124.357,0.693,2.72834,177.40045,6,724
41,GLOBAL,42,Cruel Summer,['Taylor Swift'],[73925103],1BxfuPKGuaTgP7aM0Bbdwr,Lover,2019-08-23,91,0.117,0.552,178427,0.702,2.06e-05,0.105,-5.707,0.157,169.994,0.564,0.24776,174.64308,9,754
42,GLOBAL,43,Moonlight,['Kali Uchis'],[4381197],0JmnkIqdlnUzPaf8sqBRs3,Red Moon In Venus,2023-03-03,86,0.518,0.642,187723,0.706,0.0,0.25,-6.872,0.052,136.851,0.896,0.13315,178.70078,7,668
43,GLOBAL,44,"Quevedo: Bzrp Music Sessions, Vol. 52","['Bizarrap', 'Quevedo']","[10585553, 1832734]",2tTmW7RDtMQtBk7m2rYeSw,"Quevedo: Bzrp Music Sessions, Vol. 52",2022-07-06,93,0.0125,0.621,198938,0.782,0.033,0.23,-5.548,0.044,128.033,0.55,0.0,192.98685,9,780
44,GLOBAL,45,El Gordo Trae El Mando,['Chino Pacas'],[299632],3kf0WdFOalKWBkCCLJo4mA,El Gordo Trae El Mando,2023-01-27,92,0.179,0.736,112087,0.8,0.0,0.0498,-5.38,0.0525,140.253,0.961,0.07016,108.25723,6,459
45,GLOBAL,46,FLOWER,['JISOO'],[963072],69CrOS7vEHIrhC2ILyEi0s,ME,2023-03-31,87,0.0236,0.841,173134,0.384,2.28e-06,0.0735,-7.684,0.0351,123.961,0.597,0.3537,169.55211,11,606
46,GLOBAL,47,Mockingbird,['Eminem'],[70326856],561jH07mF1jHuk7KlaeF0s,Encore (Deluxe Version),2004-11-12,92,0.209,0.637,250760,0.678,0.0,0.156,-3.798,0.266,84.039,0.254,0.18889,247.65823,13,1170
47,GLOBAL,48,Coco Chanel,"['Eladio Carrion', 'Bad Bunny']","[3592905, 68880737]",0PB0O24JqAuNdOAFVJljMS,3MEN2 KBRN,2023-03-17,92,0.0427,0.683,160325,0.764,0.0,0.0963,-5.995,0.0441,149.949,0.137,0.34168,204.3298,12,895
48,GLOBAL,49,Eyes Closed,['Ed Sheeran'],[111866525],3p7XQpdt8Dr6oMXSvRZ9bg,- (Deluxe),2023-05-05,78,0.246,0.793,194926,0.52,0.0,0.0878,-7.457,0.0696,107.014,0.309,0.22626,188.9698,6,752
49,GLOBAL,50,Mejor Que Yo,"['Anuel AA', 'DJ Luian', 'Mambo Kingz']","[28911442, 1939343, 214412]",1VsHc0qIeyjYOyvN5HIEQG,Mejor Que Yo,2023-05-04,86,0.18,0.624,242697,0.655,0.0,0.116,-4.177,0.0547,178.083,0.565,0.0,239.0088,12,1092
50,AT,1,ANNA,['RAF Camora'],[1643873],2H4HtOA24KXUYiINpGZ1ju,ANNA,2023-05-05,75,0.0952,0.68,144200,0.692,0.0302,0.155,-6.924,0.0471,89.967,0.45,0.20304,138.05424,7,677
51,AT,2,Daylight,['David Kushner'],[851803],1odExI7RdWc4BT515LTAwj,Daylight,2023-04-14,96,0.83,0.508,212954,0.43,0.000441,0.093,-9.475,0.0335,130.09,0.324,2.322,187.57079,8,576
52,AT,3,Who the Hell Is Edgar?,"['TEYA', 'SALENA']","[2208, 860]",3gUC7tGDPVLOq42vvTUVdI,Who the Hell Is Edgar?,2023-03-08,70,0.0234,0.688,159418,0.644,0.00202,0.0995,-7.629,0.0596,145.926,0.508,0.0,154.26176,7,663
53,AT,4,EXPENSIVE SHIT,"['reezy', 'Luciano']","[293705, 1798533]",1t3DUBo9FDyH8vROTU4fAi,MR. MISUNDERSTOOD,2023-05-12,26,0.0415,0.801,179623,0.707,0.0,0.123,-6.298,0.415,150.006,0.894,0.20998,175.71701,7,868
54,AT,5,Cinnamon Roll,"['Bonez MC', 'Gzuz']","[2052521, 1336493]",4GUrzAwDBOyEMQTo42GGzf,High & Hungrig 3,2023-04-27,75,0.27,0.726,167821,0.671,0.00101,0.206,-5.994,0.0898,86.059,0.229,0.19737,161.47737,11,788
55,AT,6,Komet,"['Udo Lindenberg', 'Apache 207']","[593356, 2246398]",7oQepKHmXDaPC3rgeLRvQu,Komet,2023-01-19,84,0.285,0.55,167357,0.5,0.0,0.116,-5.779,0.045,115.016,0.351,0.19732,159.71846,9,556
56,AT,7,TABU.,"['Yung Yury', 'Damn Yury']","[16290, 1263]",42Ztw2ZtZR3mtWjXpg0R5I,TABU.,2023-03-17,81,0.219,0.667,135302,0.702,4.3e-05,0.147,-8.49,0.169,148.978,0.479,0.0,128.20317,7,589
57,AT,8,All Night,"['RAF Camora', 'Luciano']","[1643873, 1798533]",4taclmQm9wFcK4dKQjR5ny,All Night,2023-03-31,82,0.0822,0.618,153675,0.84,0.368,0.275,-6.213,0.164,97.704,0.514,0.19728,148.07365,6,749
58,AT,9,Mockingbird,['Eminem'],[70326856],561jH07mF1jHuk7KlaeF0s,Encore (Deluxe Version),2004-11-12,92,0.209,0.637,250760,0.678,0.0,0.156,-3.798,0.266,84.039,0.254,0.18889,247.65823,13,1170
59,AT,10,Flowers,['Miley Cyrus'],[20667407],4DHcnVTT87F0zZhRPYmZ3B,Endless Summer Vacation,2023-03-10,90,0.0632,0.707,200455,0.681,5.15e-06,0.0322,-4.325,0.0668,117.999,0.646,4.80073,194.65288,8,755
60,AT,11,PASS AUF,['HoodBlaq'],[144538],1ZKMMvWLhxXlk7VXqS7YRG,PASS AUF,2023-03-24,80,0.158,0.616,205994,0.646,0.0,0.176,-5.349,0.0662,124.772,0.231,0.21542,196.70204,11,769
61,AT,12,Du,['Nimo'],[1286230],2xve0qJZJkcJD4BlwXg1xs,Du,2023-05-11,39,0.0567,0.624,174084,0.615,3.1e-06,0.206,-7.407,0.231,142.469,0.648,0.19814,167.89769,8,787
62,AT,13,BABY DU WEISST,"['reezy', 'Miksu / Macloud']","[293705, 106590]",6zCnEL3445vsnlDde0QfjD,MR. MISUNDERSTOOD,2023-05-12,38,0.635,0.827,121609,0.545,6.97e-06,0.299,-6.342,0.0984,141.089,0.873,0.22059,121.60944,7,497
63,AT,14,Bentley in weiss,['Capital Bra'],[4382745],5X0ANp8KSvFqM59xAvhIpk,Bentley in weiss,2023-05-11,38,0.102,0.811,134090,0.669,0.000472,0.0656,-6.92,0.338,95.005,0.47,0.54635,131.16953,6,612
64,AT,15,Neunzig,['Apache 207'],[2246398],0pC6XqDVKQC4czY2bgF7nj,Neunzig,2023-04-28,79,0.00113,0.841,145607,0.818,0.00191,0.0677,-4.682,0.0465,129.002,0.695,0.18603,141.31664,6,656
65,AT,16,Müde,['Samra'],[1242897],6VzzDH0vafw2Lwye7pvlaC,Müde,2023-05-12,38,0.151,0.647,182529,0.767,0.0,0.189,-6.436,0.388,100.079,0.489,0.09664,177.87067,8,809
66,AT,17,I'm Good (Blue),"['David Guetta', 'Bebe Rexha']","[25970248, 8188177]",4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),2022-08-26,94,0.00383,0.561,175238,0.965,7.07e-06,0.371,-3.673,0.0343,128.04,0.304,0.07478,163.43945,8,722
67,AT,18,SHOOT,['reezy'],[293705],3plgMV8SGOfWFOALXY09vF,MR. MISUNDERSTOOD,2023-05-12,28,0.133,0.777,159836,0.578,0.0,0.167,-7.497,0.112,137.07,0.445,0.20639,154.89452,7,673
68,AT,19,Babylon,"['Bonez MC', 'Gzuz']","[2052521, 1336493]",6eeUDtR2OHjdDnAlFaO4cl,High & Hungrig 3,2023-04-27,75,0.0505,0.848,141431,0.706,6.72e-06,0.105,-7.294,0.285,96.973,0.359,0.19537,134.84988,5,668
69,AT,20,Another Love,['Tom Odell'],[3110691],7jtQIBanIiJOMS6RyCx6jZ,Long Way Down,2013-06-17,63,0.717,0.442,244360,0.538,2.95e-05,0.09,-8.55,0.0451,122.758,0.139,0.27991,229.41315,8,742
70,AT,21,Anders,"['01099', 'Paul', 'Ski Aggu']","[163108, 3871, 75902]",5TYmnScjaRecWuBqEaA7S5,Anders,2023-04-21,77,0.527,0.743,155021,0.809,0.632,0.102,-7.924,0.214,75.035,0.342,0.20281,148.56706,5,635
71,AT,22,Bamba (feat. Aitch & BIA),"['Luciano', 'Aitch', 'BIA']","[1798533, 1032971, 447238]",7sJNeWTXkZCEC7OnFMpGWL,Majestic,2022-09-29,74,0.119,0.797,203560,0.791,0.0,0.113,-6.281,0.33,138.026,0.828,0.35501,199.47684,11,1047
72,AT,23,Sarà perché ti amo,['Ricchi E Poveri'],[133202],6OMjtuz1sYVsHpdeZPUR1n,Piccolo Amore,1997-09-08,66,0.122,0.825,189800,0.752,0.0,0.0655,-8.134,0.0373,120.19,0.963,0.33605,183.34476,12,709
73,AT,24,DRIPPED OUT IN DESIGNER,['reezy'],[293705],53j7ib0zHlrVtKOwHiSv99,MR. MISUNDERSTOOD,2023-05-12,40,0.299,0.887,173078,0.591,1.33e-05,0.199,-9.039,0.26,117.953,0.593,0.0,167.45651,5,806
74,AT,25,Wildberry Lillet,['Nina Chuba'],[289973],6LBmaJYwbLHfQwIreMCLlw,Glas,2023-02-24,69,0.0642,0.892,132000,0.503,0.0,0.102,-7.086,0.178,139.928,0.615,0.0,129.18422,8,634
75,AT,26,Blaues Licht,"['RAF Camora', 'Bonez MC']","[1643873, 2052521]",23SqoExnmW4BTJEYzMJze8,Zukunft 1 & 2,2021-10-01,73,0.39,0.819,144264,0.828,0.00611,0.258,-4.906,0.108,144.953,0.693,0.20898,139.34296,6,657
76,AT,27,Bumsbar,"['Ikke Hüftgold', 'Schürze', 'DJ Robin']","[47755, 6540, 101216]",62NrIrsxxNXJVvtRivWYjM,Bumsbar,2023-04-28,74,0.0322,0.62,150857,0.925,0.0,0.141,-3.15,0.0565,139.947,0.407,2.37424,146.57596,8,503
77,AT,28,Can't Hold Us (feat. Ray Dalton),"['Macklemore & Ryan Lewis', 'Macklemore', 'Ryan Lewis', 'Ray Dalton']","[2620290, 2058357, 18130, 51808]",22skzmqfdWrjJylampe0kt,The Heist,2012-10-09,84,0.0267,0.633,258432,0.927,0.0,0.0986,-4.468,0.0839,146.097,0.88,0.0,254.8448,15,1134
78,AT,29,BLACKOUT,['AK AUSSERKONTROLLE'],[837572],0mNWBN7udBbA3ZtkB80TPM,BLACKOUT,2023-03-30,69,0.0651,0.563,165680,0.572,0.0,0.0877,-6.132,0.423,88.743,0.16,0.29624,157.23392,6,685
79,AT,30,Tattoo,['Loreen'],[831644],1DmW5Ep6ywYwxc2HMT5BG6,Tattoo,2023-02-25,85,0.243,0.545,183375,0.779,1.66e-06,0.123,-6.235,0.0751,150.002,0.303,0.122,176.64,7,592
80,AT,31,Nachts wach (Lila Wolken Bootleg),"['Miksu / Macloud', 'makko']","[106590, 182912]",5qEGAHerczFt3HmL9lhh4j,Nachts wach,2022-08-26,74,0.165,0.667,158080,0.849,4.8e-05,0.107,-4.4,0.124,155.002,0.752,0.09338,152.61314,9,727
81,AT,32,Baby Don't Hurt Me,"['David Guetta', 'Anne-Marie', 'Coi Leray']","[25970248, 10820987, 559238]",3BKD1PwArikchz2Zrlp1qi,Baby Don't Hurt Me,2023-04-06,89,0.00126,0.602,140018,0.91,0.000174,0.12,-3.404,0.0308,127.944,0.228,0.24204,134.91956,7,522
82,AT,33,Džanum,['Teya Dora'],[5778],2fF8V1O1i1Y8s06FmJHJlz,Džanum,2023-03-22,68,0.876,0.326,174045,0.232,1.09e-05,0.114,-10.566,0.0302,130.26,0.186,0.53397,166.06331,9,495
83,AT,34,Lay Low,['Tiësto'],[6882198],3IhM5Mber8KA0NaRNpK2px,DRIVE,2023-04-21,71,0.18,0.705,140160,0.663,6.74e-06,0.0924,-5.289,0.0367,124.988,0.38,0.36576,149.84418,7,604
84,AT,35,VALENTINE,['reezy'],[293705],6bkO3SUwk4n5dRYFTc7Vzk,MR. MISUNDERSTOOD,2023-05-12,39,0.303,0.763,157171,0.494,0.0,0.321,-7.257,0.0937,130.098,0.299,0.0,154.48816,8,699
85,AT,36,Bad Memories (feat. Elley Duhé & FAST BOY),"['MEDUZA', 'James Carter', 'Elley Duhé', 'FAST BOY']","[629128, 36167, 423530, 10383]",3rb0tMq42WfggucPm0HHkA,Bad Memories (feat. Elley Duhé & FAST BOY),2022-07-22,86,0.118,0.607,148629,0.767,0.0,0.122,-6.069,0.0474,123.998,0.662,0.0,146.40181,8,524
86,AT,37,Queen of Kings,['Alessandra'],[26163],14LdhxElpZS0rKVV4nxtdA,Queen of Kings,2023-01-09,81,0.0696,0.563,147980,0.908,0.0,0.328,-4.25,0.0868,125.972,0.171,0.0,143.43546,8,498
87,AT,38,Sie weiß (feat. Mero),"['AYLIVA', 'MERO']","[518581, 2032297]",7DyDjhZMEIK5Ied4juTCyc,Sie weiß (feat. Mero),2023-01-06,78,0.517,0.792,151320,0.679,1.49e-05,0.0962,-5.516,0.041,119.932,0.204,0.0,147.22032,5,569
88,AT,39,Eyes Closed,['Ed Sheeran'],[111866525],3p7XQpdt8Dr6oMXSvRZ9bg,- (Deluxe),2023-05-05,78,0.246,0.793,194926,0.52,0.0,0.0878,-7.457,0.0696,107.014,0.309,0.22626,188.9698,6,752
89,AT,40,Ohne mein Team,"['Bonez MC', 'RAF Camora', 'Maxwell']","[2052521, 1643873, 193695]",05Mp2UJulSttxQ4E6hQPH3,Palmen aus Plastik,2016-09-09,72,0.16,0.766,188504,0.8,1.6e-05,0.0744,-6.062,0.0938,129.999,0.635,0.20281,184.28517,10,910
90,AT,41,hotline (edit),['Billie Eilish'],[80311252],0WFryfbNKPXVtVQlz5dZ8H,hotline (edit),2023-05-09,74,0.816,0.516,60720,0.254,0.855,0.189,-16.027,0.0589,56.829,0.304,4.23184,52.73832,3,170
91,AT,42,Sehnsucht,"['Miksu / Macloud', 't-low']","[106590, 395019]",7xaqxUl08zOg0YNUHokQpq,Sehnsucht,2022-03-04,73,0.642,0.804,152827,0.645,0.0,0.173,-7.069,0.0773,142.09,0.912,0.10494,148.4742,9,624
92,AT,43,I Ain't Worried,['OneRepublic'],[15528017],4fYte8ZvTK14NEhAOZocBi,OneRepublic (Japan Paradise Tour Edition),2023-02-15,55,0.0988,0.697,148120,0.802,3.55e-05,0.0614,-6.412,0.0456,139.951,0.822,0.11034,145.13052,7,588
93,AT,44,This Is The Life,['Amy Macdonald'],[455602],2T3jgoAMbBXiMMD8pSc6QL,This Is The Life (eDeluxe),2007-01-01,80,0.259,0.628,184413,0.882,0.0,0.065,-5.024,0.0323,95.083,0.853,0.23556,176.46585,8,770
94,AT,45,Give It To Me - Full Vocal Mix,['Matt Sassari'],[43947],5ZduaRci3iNUiDfJbBfAaf,Give It To Me (Full Vocal Mix),2021-10-22,85,0.00116,0.874,102861,0.869,0.00238,0.164,-5.996,0.0315,126.027,0.726,0.0,98.48163,4,417
95,AT,46,Cha Cha Cha,['Käärijä'],[27004],5RX8T3EoTuXcybAxe6oPAw,Cha Cha Cha,2023-01-17,77,0.00207,0.718,175161,0.791,0.00292,0.111,-5.572,0.0447,155.082,0.743,0.1283,172.47202,10,734
96,AT,47,Unholy (feat. Kim Petras),"['Sam Smith', 'Kim Petras']","[22489018, 915677]",0NZPBYD5qbEWRs3PrGiRkT,Gloria,2023-01-27,86,0.011,0.712,156943,0.463,2.96e-06,0.301,-7.399,0.0797,131.199,0.206,0.0,152.98466,7,585
97,AT,48,As It Was,['Harry Styles'],[27413682],4Dvkj6JhhA12EX05fT7y2e,Harry's House,2022-05-20,92,0.342,0.52,167303,0.731,0.00101,0.311,-5.338,0.0557,173.93,0.662,0.19714,159.7533,7,683
98,AT,49,Powerade,"['Ion Miles', 'SIRA', 'BHZ']","[35931, 3318, 294972]",35DkXhxqTMiQB582tfjowU,"In Liebe, Ion",2022-06-24,69,0.193,0.89,142400,0.72,0.437,0.641,-5.202,0.0729,150.09,0.935,0.0,125.97406,7,582
99,AT,50,STEADY,['reezy'],[293705],6OYhpa6iynK4mPgjWIpCX7,MR. MISUNDERSTOOD,2023-05-12,38,0.193,0.742,191116,0.639,0.000584,0.124,-7.529,0.243,146.025,0.364,0.23841,183.46086,10,876
100,BE,1,Tattoo,['Loreen'],[831644],1DmW5Ep6ywYwxc2HMT5BG6,Tattoo,2023-02-25,85,0.243,0.545,183375,0.779,1.66e-06,0.123,-6.235,0.0751,150.002,0.303,0.122,176.64,7,592
